B19001_001E:Total:,B19013_001E:Median household income in the past 12 months (in 2021 inflation-adjusted dollars),state_fips,county_fips,tract_fips,year,source
2438,115294,42,041,011807,2021,ACS 2021
2087,91654,42,041,011901,2021,ACS 2021
2743,74534,42,041,011902,2021,ACS 2021
2233,53705,42,041,012000,2021,ACS 2021
1139,48658,42,041,012100,2021,ACS 2021
1180,34420,42,041,012200,2021,ACS 2021
683,30852,42,041,012300,2021,ACS 2021
2864,65532,42,041,012400,2021,ACS 2021
2060,64074,42,041,012501,2021,ACS 2021
2891,105707,42,041,012502,2021,ACS 2021
2241,68893,42,041,012600,2021,ACS 2021
1982,114821,42,041,012701,2021,ACS 2021
1539,70221,42,041,012702,2021,ACS 2021
1918,67188,42,041,012801,2021,ACS 2021
1260,63833,42,041,012802,2021,ACS 2021
514,47143,42,041,012900,2021,ACS 2021
2532,66557,42,041,013000,2021,ACS 2021
2560,56506,42,041,013103,2021,ACS 2021
390,24051,42,041,013104,2021,ACS 2021
2338,79058,42,041,013105,2021,ACS 2021
2343,39095,42,041,013200,2021,ACS 2021
0,-666666666,42,041,981001,2021,ACS 2021
8,-666666666,42,041,981606,2021,ACS 2021
2361,47192,42,043,020100,2021,ACS 2021
1168,24423,42,043,020300,2021,ACS 2021
1091,46280,42,043,020400,2021,ACS 2021
1466,74917,42,043,020500,2021,ACS 2021
1204,50333,42,043,020800,2021,ACS 2021
1646,59740,42,043,020900,2021,ACS 2021
1241,34094,42,043,021100,2021,ACS 2021
967,34212,42,043,021200,2021,ACS 2021
1642,42578,42,043,021300,2021,ACS 2021
2031,25721,42,043,021400,2021,ACS 2021
1248,36986,42,043,021500,2021,ACS 2021
953,33324,42,043,021600,2021,ACS 2021
2643,57599,42,043,021700,2021,ACS 2021
962,77250,42,043,021800,2021,ACS 2021
2340,93036,42,043,021901,2021,ACS 2021
1473,71331,42,043,021903,2021,ACS 2021
2305,102663,42,043,021904,2021,ACS 2021
2266,64828,42,043,022000,2021,ACS 2021
1812,71250,42,043,022100,2021,ACS 2021
1345,56130,42,043,022200,2021,ACS 2021
2527,46966,42,043,022300,2021,ACS 2021
1942,114779,42,043,022401,2021,ACS 2021
3087,55625,42,043,022403,2021,ACS 2021
2446,117630,42,043,022501,2021,ACS 2021
2458,73750,42,043,022502,2021,ACS 2021
2947,86152,42,043,022601,2021,ACS 2021
2705,107083,42,043,022604,2021,ACS 2021
2113,80114,42,043,022605,2021,ACS 2021
1811,53476,42,043,022606,2021,ACS 2021
1640,65765,42,043,022701,2021,ACS 2021
2394,72250,42,043,022702,2021,ACS 2021
2612,93152,42,043,022800,2021,ACS 2021
900,56316,42,043,022901,2021,ACS 2021
1971,54931,42,043,022902,2021,ACS 2021
864,70714,42,043,023000,2021,ACS 2021
657,75819,42,043,023100,2021,ACS 2021
1579,46156,42,043,023300,2021,ACS 2021
674,40625,42,043,023400,2021,ACS 2021
1239,46348,42,043,023500,2021,ACS 2021
1336,75244,42,043,023601,2021,ACS 2021
2521,86277,42,043,023602,2021,ACS 2021
674,34167,42,043,023700,2021,ACS 2021
2097,47171,42,043,023800,2021,ACS 2021
1496,73571,42,043,023900,2021,ACS 2021
2248,68068,42,043,024001,2021,ACS 2021
1116,94063,42,043,024002,2021,ACS 2021
965,51086,42,043,024101,2021,ACS 2021
1523,82813,42,043,024102,2021,ACS 2021
2432,98527,42,043,024104,2021,ACS 2021
2171,87796,42,043,024105,2021,ACS 2021
1167,62067,42,043,024200,2021,ACS 2021
1396,79861,42,043,024300,2021,ACS 2021
2214,58269,42,043,024400,2021,ACS 2021
2079,87242,42,043,024502,2021,ACS 2021
2472,100787,42,043,024503,2021,ACS 2021
2045,100647,42,043,024601,2021,ACS 2021
2180,79504,42,043,024602,2021,ACS 2021
2811,71875,42,043,024700,2021,ACS 2021
1320,97500,42,043,024801,2021,ACS 2021
1776,59926,42,043,024802,2021,ACS 2021
950,58250,42,043,024900,2021,ACS 2021
1174,55000,42,043,025000,2021,ACS 2021
1315,58607,42,043,025100,2021,ACS 2021
1458,65625,42,043,025200,2021,ACS 2021
1681,52102,42,043,025300,2021,ACS 2021
1064,64000,42,043,025400,2021,ACS 2021
1292,41280,42,043,025500,2021,ACS 2021
2799,41553,42,045,400301,2021,ACS 2021
1174,37464,42,045,400302,2021,ACS 2021
2243,44821,42,045,400401,2021,ACS 2021
1756,45313,42,045,400402,2021,ACS 2021
1636,40521,42,045,400500,2021,ACS 2021
2042,64015,42,045,400600,2021,ACS 2021
1932,67481,42,045,400700,2021,ACS 2021
1100,55872,42,045,400801,2021,ACS 2021
1294,88472,42,045,400802,2021,ACS 2021
521,113625,42,045,400900,2021,ACS 2021
686,79167,42,045,401000,2021,ACS 2021
1233,74979,42,045,401101,2021,ACS 2021
1177,116625,42,045,401103,2021,ACS 2021
1784,73214,42,045,401104,2021,ACS 2021
1404,84063,42,045,401200,2021,ACS 2021
1141,71597,42,045,401302,2021,ACS 2021
1192,53333,42,045,401303,2021,ACS 2021
800,76696,42,045,401401,2021,ACS 2021
1831,57859,42,045,401402,2021,ACS 2021
1917,69549,42,045,401502,2021,ACS 2021
1450,75000,42,045,401503,2021,ACS 2021
760,65431,42,045,401600,2021,ACS 2021
1122,53984,42,045,401700,2021,ACS 2021
1553,50224,42,045,401800,2021,ACS 2021
1883,82460,42,045,401900,2021,ACS 2021
1354,50776,42,045,402000,2021,ACS 2021
2407,60439,42,045,402100,2021,ACS 2021
975,50450,42,045,402200,2021,ACS 2021
1579,57075,42,045,402300,2021,ACS 2021
1051,37188,42,045,402400,2021,ACS 2021
1322,54457,42,045,402500,2021,ACS 2021
1168,58618,42,045,402600,2021,ACS 2021
896,51654,42,045,402700,2021,ACS 2021
2083,67909,42,045,402800,2021,ACS 2021
1394,42033,42,045,402900,2021,ACS 2021
1211,85329,42,045,403001,2021,ACS 2021
958,54620,42,045,403002,2021,ACS 2021
1394,35682,42,045,403101,2021,ACS 2021
1172,59886,42,045,403103,2021,ACS 2021
822,50250,42,045,403104,2021,ACS 2021
1690,75469,42,045,403200,2021,ACS 2021
2418,52955,42,045,403300,2021,ACS 2021
1142,52121,42,045,403401,2021,ACS 2021
1347,55919,42,045,403402,2021,ACS 2021
1777,65091,42,045,403501,2021,ACS 2021
1054,60962,42,045,403502,2021,ACS 2021
1593,77629,42,045,403601,2021,ACS 2021
658,115000,42,045,403602,2021,ACS 2021
652,74643,42,045,403701,2021,ACS 2021
917,44149,42,045,403702,2021,ACS 2021
2555,63515,42,045,403800,2021,ACS 2021
1484,76071,42,045,403901,2021,ACS 2021
1459,96495,42,045,403902,2021,ACS 2021
999,58076,42,045,404003,2021,ACS 2021
2409,82563,42,045,404004,2021,ACS 2021
2535,83529,42,045,404101,2021,ACS 2021
2252,56994,42,045,404102,2021,ACS 2021
1307,89961,42,045,404103,2021,ACS 2021
841,46510,42,045,404300,2021,ACS 2021
664,49932,42,045,404400,2021,ACS 2021
2005,35074,42,045,404500,2021,ACS 2021
734,63026,42,045,404600,2021,ACS 2021
928,28000,42,045,404700,2021,ACS 2021
645,35552,42,045,404800,2021,ACS 2021
379,-666666666,42,045,404900,2021,ACS 2021
670,32188,42,045,405000,2021,ACS 2021
842,41205,42,045,405100,2021,ACS 2021
1207,30975,42,045,405200,2021,ACS 2021
1131,40932,42,045,405300,2021,ACS 2021
1081,32989,42,045,405400,2021,ACS 2021
778,80625,42,045,406100,2021,ACS 2021
1334,88910,42,045,406201,2021,ACS 2021
2283,79263,42,045,406202,2021,ACS 2021
1293,53649,42,045,406300,2021,ACS 2021
1006,60044,42,045,406401,2021,ACS 2021
674,25500,42,045,406402,2021,ACS 2021
741,75875,42,045,406500,2021,ACS 2021
867,36910,42,045,406600,2021,ACS 2021
1228,60833,42,045,406700,2021,ACS 2021
1525,85568,42,045,406801,2021,ACS 2021
1616,93487,42,045,406802,2021,ACS 2021
1902,74830,42,045,406804,2021,ACS 2021
1539,82486,42,045,406805,2021,ACS 2021
2285,104625,42,045,406902,2021,ACS 2021
1980,89408,42,045,406903,2021,ACS 2021
1822,106384,42,045,406904,2021,ACS 2021
1248,95183,42,045,407000,2021,ACS 2021
1610,118900,42,045,407101,2021,ACS 2021
1244,125077,42,045,407102,2021,ACS 2021
1895,92279,42,045,407201,2021,ACS 2021
1361,91845,42,045,407202,2021,ACS 2021
1500,153710,42,045,407401,2021,ACS 2021
1170,156739,42,045,407404,2021,ACS 2021
1103,84705,42,045,407501,2021,ACS 2021
1844,73571,42,045,407502,2021,ACS 2021
2163,128995,42,045,407600,2021,ACS 2021
1233,60446,42,045,407700,2021,ACS 2021
1665,101226,42,045,407801,2021,ACS 2021
2175,135114,42,045,407802,2021,ACS 2021
1875,128057,42,045,407803,2021,ACS 2021
1572,130638,42,045,407804,2021,ACS 2021
627,105625,42,045,407805,2021,ACS 2021
569,115313,42,045,407806,2021,ACS 2021
1341,185288,42,045,407901,2021,ACS 2021
1391,104375,42,045,407902,2021,ACS 2021
1485,85766,42,045,407903,2021,ACS 2021
1887,126859,42,045,408001,2021,ACS 2021
1876,119694,42,045,408002,2021,ACS 2021
1912,131429,42,045,408101,2021,ACS 2021
1203,115091,42,045,408102,2021,ACS 2021
1482,90652,42,045,408103,2021,ACS 2021
1355,127440,42,045,408300,2021,ACS 2021
1087,108281,42,045,408400,2021,ACS 2021
1627,96902,42,045,408500,2021,ACS 2021
1258,125625,42,045,408600,2021,ACS 2021
1742,121250,42,045,408700,2021,ACS 2021
2035,116630,42,045,408800,2021,ACS 2021
1042,153125,42,045,408900,2021,ACS 2021
1380,109643,42,045,409000,2021,ACS 2021
1496,113125,42,045,409100,2021,ACS 2021
1426,117500,42,045,409200,2021,ACS 2021
897,81063,42,045,409300,2021,ACS 2021
1015,120063,42,045,409400,2021,ACS 2021
1735,103893,42,045,409500,2021,ACS 2021
1907,139063,42,045,409601,2021,ACS 2021
1624,76842,42,045,409602,2021,ACS 2021
1845,250001,42,045,409701,2021,ACS 2021
2823,106814,42,045,409803,2021,ACS 2021
1743,180767,42,045,409804,2021,ACS 2021
2535,82639,42,045,409902,2021,ACS 2021
1643,99152,42,045,409903,2021,ACS 2021
1721,169051,42,045,409904,2021,ACS 2021
1723,109744,42,045,410000,2021,ACS 2021
1289,149875,42,045,410101,2021,ACS 2021
878,215632,42,045,410102,2021,ACS 2021
1402,151346,42,045,410200,2021,ACS 2021
1865,121046,42,045,410303,2021,ACS 2021
1378,135441,42,045,410304,2021,ACS 2021
2699,89539,42,045,410305,2021,ACS 2021
564,191667,42,045,410306,2021,ACS 2021
736,152938,42,045,410401,2021,ACS 2021
1310,150385,42,045,410402,2021,ACS 2021
1102,153750,42,045,410403,2021,ACS 2021
1620,52628,42,045,410500,2021,ACS 2021
1359,99911,42,045,410601,2021,ACS 2021
1613,90304,42,045,410602,2021,ACS 2021
1576,29126,42,045,410700,2021,ACS 2021
3130,122632,42,045,410800,2021,ACS 2021
0,-666666666,42,045,980000,2021,ACS 2021
166,165500,42,045,980100,2021,ACS 2021
0,-666666666,42,045,980200,2021,ACS 2021
11,-666666666,42,045,980300,2021,ACS 2021
655,50875,42,047,950100,2021,ACS 2021
1273,57266,42,047,950200,2021,ACS 2021
1712,53788,42,047,950400,2021,ACS 2021
1061,48125,42,047,950500,2021,ACS 2021
968,57823,42,047,950900,2021,ACS 2021
2139,68989,42,047,951000,2021,ACS 2021
2602,55230,42,047,951100,2021,ACS 2021
817,51927,42,047,951200,2021,ACS 2021
2272,64038,42,047,951300,2021,ACS 2021
1030,13590,42,049,000100,2021,ACS 2021
1779,63306,42,049,000200,2021,ACS 2021
1255,36452,42,049,000300,2021,ACS 2021
814,39514,42,049,000400,2021,ACS 2021
1182,31296,42,049,000500,2021,ACS 2021
1239,42824,42,049,000600,2021,ACS 2021
890,30521,42,049,000700,2021,ACS 2021
851,21157,42,049,000800,2021,ACS 2021
1136,26219,42,049,000901,2021,ACS 2021
829,16641,42,049,000902,2021,ACS 2021
1419,35313,42,049,001000,2021,ACS 2021
1172,47468,42,049,001100,2021,ACS 2021
1086,22295,42,049,001200,2021,ACS 2021
583,22964,42,049,001300,2021,ACS 2021
566,17679,42,049,001400,2021,ACS 2021
1016,25313,42,049,001500,2021,ACS 2021
1767,36089,42,049,001600,2021,ACS 2021
964,47826,42,049,001700,2021,ACS 2021
690,25330,42,049,001800,2021,ACS 2021
859,21301,42,049,001900,2021,ACS 2021
1330,46538,42,049,002000,2021,ACS 2021
1702,60656,42,049,002100,2021,ACS 2021
1642,67697,42,049,002200,2021,ACS 2021
1109,37321,42,049,002300,2021,ACS 2021
1250,47756,42,049,002400,2021,ACS 2021
962,40603,42,049,002500,2021,ACS 2021
1516,37273,42,049,002600,2021,ACS 2021
2942,56688,42,049,002700,2021,ACS 2021
2381,49583,42,049,002800,2021,ACS 2021
1241,78542,42,049,002900,2021,ACS 2021
1790,47258,42,049,003000,2021,ACS 2021
1237,72098,42,049,010101,2021,ACS 2021
741,71343,42,049,010103,2021,ACS 2021
877,72303,42,049,010104,2021,ACS 2021
572,48750,42,049,010107,2021,ACS 2021
0,-666666666,42,049,010108,2021,ACS 2021
2442,65601,42,049,010201,2021,ACS 2021
2329,62566,42,049,010202,2021,ACS 2021
1972,83594,42,049,010301,2021,ACS 2021
2051,88588,42,049,010303,2021,ACS 2021
1803,104345,42,049,010304,2021,ACS 2021
2154,76556,42,049,010400,2021,ACS 2021
2103,58327,42,049,010500,2021,ACS 2021
1740,70199,42,049,010700,2021,ACS 2021
1350,65885,42,049,010800,2021,ACS 2021
1743,63735,42,049,010902,2021,ACS 2021
2829,83899,42,049,010903,2021,ACS 2021
1943,141298,42,049,010904,2021,ACS 2021
2861,61417,42,049,011001,2021,ACS 2021
2159,48164,42,049,011002,2021,ACS 2021
2209,66985,42,049,011101,2021,ACS 2021
1332,75900,42,049,011102,2021,ACS 2021
1605,69107,42,049,011201,2021,ACS 2021
2987,66502,42,049,011202,2021,ACS 2021
1361,50284,42,049,011300,2021,ACS 2021
1484,61232,42,049,011400,2021,ACS 2021
1586,54779,42,049,011503,2021,ACS 2021
1953,77645,42,049,011508,2021,ACS 2021
1118,69142,42,049,011509,2021,ACS 2021
1089,82138,42,049,011510,2021,ACS 2021
256,-666666666,42,049,011511,2021,ACS 2021
1721,58336,42,049,011600,2021,ACS 2021
1267,67583,42,049,011701,2021,ACS 2021
1917,78080,42,049,011702,2021,ACS 2021
988,65543,42,049,011801,2021,ACS 2021
1153,63381,42,049,011802,2021,ACS 2021
2796,37192,42,049,011900,2021,ACS 2021
994,71125,42,049,012001,2021,ACS 2021
1360,42292,42,049,012002,2021,ACS 2021
2854,67955,42,049,012100,2021,ACS 2021
2378,75673,42,049,012201,2021,ACS 2021
1868,36695,42,049,012202,2021,ACS 2021
687,63424,42,049,012400,2021,ACS 2021
0,-666666666,42,049,990000,2021,ACS 2021
2420,49722,42,051,260100,2021,ACS 2021
1855,53490,42,051,260200,2021,ACS 2021
1444,56974,42,051,260300,2021,ACS 2021
909,61528,42,051,260401,2021,ACS 2021
1930,65693,42,051,260402,2021,ACS 2021
2516,55909,42,051,260500,2021,ACS 2021
1701,48299,42,051,260600,2021,ACS 2021
1647,51175,42,051,260700,2021,ACS 2021
1690,41488,42,051,260800,2021,ACS 2021
1842,63819,42,051,260900,2021,ACS 2021
1032,59153,42,051,261000,2021,ACS 2021
1031,66761,42,051,261100,2021,ACS 2021
1133,27271,42,051,261200,2021,ACS 2021
1536,52892,42,051,261300,2021,ACS 2021
989,45380,42,051,261401,2021,ACS 2021
1250,38988,42,051,261402,2021,ACS 2021
1807,51297,42,051,261500,2021,ACS 2021
1214,53864,42,051,261600,2021,ACS 2021
1048,45088,42,051,261700,2021,ACS 2021
1778,42961,42,051,261800,2021,ACS 2021
1671,21313,42,051,261900,2021,ACS 2021
1961,81733,42,051,262000,2021,ACS 2021
1229,60980,42,051,262100,2021,ACS 2021
1487,41023,42,051,262200,2021,ACS 2021
1545,34276,42,051,262300,2021,ACS 2021
1392,45455,42,051,262400,2021,ACS 2021
1417,51625,42,051,262500,2021,ACS 2021
1163,39475,42,051,262600,2021,ACS 2021
1038,69946,42,051,262701,2021,ACS 2021
1012,54444,42,051,262702,2021,ACS 2021
2885,63699,42,051,262800,2021,ACS 2021
1770,61887,42,051,262900,2021,ACS 2021
1336,51000,42,051,263000,2021,ACS 2021
1875,58355,42,051,263100,2021,ACS 2021
960,50417,42,051,263200,2021,ACS 2021
584,54808,42,051,263300,2021,ACS 2021
641,41563,42,053,530100,2021,ACS 2021
1145,47250,42,053,530200,2021,ACS 2021
1597,57486,42,055,010100,2021,ACS 2021
1566,69630,42,055,010200,2021,ACS 2021
2285,69837,42,055,010301,2021,ACS 2021
1768,58485,42,055,010302,2021,ACS 2021
1771,82705,42,055,010401,2021,ACS 2021
2082,84839,42,055,010402,2021,ACS 2021
1719,87097,42,055,010501,2021,ACS 2021
1808,66442,42,055,010502,2021,ACS 2021
2694,76500,42,055,010600,2021,ACS 2021
1952,75500,42,055,010701,2021,ACS 2021
1506,52037,42,055,010702,2021,ACS 2021
1985,46946,42,055,010800,2021,ACS 2021
2106,54925,42,055,010900,2021,ACS 2021
2478,41779,42,055,011000,2021,ACS 2021
1748,54889,42,055,011100,2021,ACS 2021
1365,46881,42,055,011200,2021,ACS 2021
1907,90313,42,055,011301,2021,ACS 2021
2270,83605,42,055,011302,2021,ACS 2021
2087,55994,42,055,011400,2021,ACS 2021
2431,71907,42,055,011500,2021,ACS 2021
2082,82796,42,055,011600,2021,ACS 2021
1625,93227,42,055,011701,2021,ACS 2021
1690,72121,42,055,011702,2021,ACS 2021
1623,66461,42,055,011800,2021,ACS 2021
2657,72425,42,055,011900,2021,ACS 2021
1287,61360,42,055,012001,2021,ACS 2021
1246,60938,42,055,012002,2021,ACS 2021
1655,67146,42,055,012100,2021,ACS 2021
1498,54583,42,055,012200,2021,ACS 2021
1922,48626,42,055,012300,2021,ACS 2021
1092,61481,42,055,012400,2021,ACS 2021
2786,76188,42,055,012501,2021,ACS 2021
1566,55856,42,055,012502,2021,ACS 2021
2129,55948,42,057,960100,2021,ACS 2021
2022,56762,42,057,960200,2021,ACS 2021
1839,68266,42,057,960300,2021,ACS 2021
491,53750,42,059,970101,2021,ACS 2021
2419,55852,42,059,970102,2021,ACS 2021
1329,59946,42,059,970200,2021,ACS 2021
1592,64125,42,059,970300,2021,ACS 2021
1617,57891,42,059,970400,2021,ACS 2021
926,92798,42,059,970501,2021,ACS 2021
1624,52283,42,059,970502,2021,ACS 2021
1383,36875,42,059,970600,2021,ACS 2021
1033,59036,42,059,970700,2021,ACS 2021
1543,61250,42,059,970800,2021,ACS 2021
690,72653,42,061,950100,2021,ACS 2021
1421,73381,42,061,950200,2021,ACS 2021
1848,51771,42,061,950301,2021,ACS 2021
9,-666666666,42,061,950302,2021,ACS 2021
2387,53801,42,061,950400,2021,ACS 2021
1203,60757,42,061,950500,2021,ACS 2021
1532,73548,42,061,950600,2021,ACS 2021
1217,60337,42,061,950800,2021,ACS 2021
871,36902,42,061,950900,2021,ACS 2021
995,45114,42,061,951000,2021,ACS 2021
752,59167,42,061,951100,2021,ACS 2021
1807,55721,42,061,951200,2021,ACS 2021
856,53889,42,061,951300,2021,ACS 2021
1410,50714,42,063,960100,2021,ACS 2021
1443,54549,42,063,960200,2021,ACS 2021
968,53088,42,063,960300,2021,ACS 2021
1344,51313,42,063,960400,2021,ACS 2021
1346,52087,42,063,960500,2021,ACS 2021
1865,55917,42,063,960600,2021,ACS 2021
2354,58561,42,063,960700,2021,ACS 2021
1922,73496,42,063,960800,2021,ACS 2021
1835,51458,42,063,960900,2021,ACS 2021
1070,49808,42,063,961000,2021,ACS 2021
951,28090,42,063,961102,2021,ACS 2021
704,32704,42,063,961103,2021,ACS 2021
1069,22449,42,063,961104,2021,ACS 2021
953,66058,42,063,961200,2021,ACS 2021
1562,56554,42,063,961300,2021,ACS 2021
1120,49900,42,063,961400,2021,ACS 2021
1296,62018,42,063,961500,2021,ACS 2021
1841,49409,42,063,961600,2021,ACS 2021
755,53380,42,063,961700,2021,ACS 2021
738,64559,42,063,961800,2021,ACS 2021
1728,58581,42,063,961900,2021,ACS 2021
1544,55147,42,063,962000,2021,ACS 2021
1465,48267,42,063,962100,2021,ACS 2021
1142,50242,42,063,962200,2021,ACS 2021
896,45543,42,065,950100,2021,ACS 2021
1242,61324,42,065,950200,2021,ACS 2021
2161,56544,42,065,950300,2021,ACS 2021
720,55929,42,065,950400,2021,ACS 2021
925,56544,42,065,950500,2021,ACS 2021
2133,60762,42,065,950600,2021,ACS 2021
1002,40809,42,065,950700,2021,ACS 2021
1521,53365,42,065,950800,2021,ACS 2021
1604,61389,42,065,950900,2021,ACS 2021
1423,52063,42,065,951000,2021,ACS 2021
1583,52861,42,065,951100,2021,ACS 2021
1342,38642,42,065,951200,2021,ACS 2021
1193,41209,42,065,951300,2021,ACS 2021
1164,73028,42,067,070101,2021,ACS 2021
1565,48050,42,067,070102,2021,ACS 2021
771,47784,42,067,070201,2021,ACS 2021
2101,59646,42,067,070202,2021,ACS 2021
1743,54830,42,067,070300,2021,ACS 2021
1412,59429,42,067,070400,2021,ACS 2021
1669,21321,42,069,100200,2021,ACS 2021
640,28944,42,069,100300,2021,ACS 2021
857,47250,42,069,100400,2021,ACS 2021
1018,54514,42,069,100500,2021,ACS 2021
1580,57642,42,069,100600,2021,ACS 2021
943,42679,42,069,100800,2021,ACS 2021
745,37831,42,069,100900,2021,ACS 2021
1292,53958,42,069,101000,2021,ACS 2021
1025,60570,42,069,101100,2021,ACS 2021
1324,42206,42,069,101200,2021,ACS 2021
1186,40116,42,069,101300,2021,ACS 2021
1106,33500,42,069,101400,2021,ACS 2021
958,39459,42,069,101600,2021,ACS 2021
1359,56985,42,069,101700,2021,ACS 2021
1831,63750,42,069,101800,2021,ACS 2021
592,55438,42,069,101900,2021,ACS 2021
857,59757,42,069,102000,2021,ACS 2021
949,43867,42,069,102100,2021,ACS 2021
959,58875,42,069,102200,2021,ACS 2021
1291,36307,42,069,102300,2021,ACS 2021
1079,41649,42,069,102500,2021,ACS 2021
988,38125,42,069,102600,2021,ACS 2021
1199,52019,42,069,102700,2021,ACS 2021
1412,80188,42,069,102800,2021,ACS 2021
1410,32431,42,069,102900,2021,ACS 2021
831,41164,42,069,103000,2021,ACS 2021
792,54409,42,069,103100,2021,ACS 2021
1218,60673,42,069,110100,2021,ACS 2021
1777,71101,42,069,110201,2021,ACS 2021
1955,73558,42,069,110202,2021,ACS 2021
1748,77609,42,069,110300,2021,ACS 2021
2503,112412,42,069,110401,2021,ACS 2021
995,114886,42,069,110402,2021,ACS 2021
988,87434,42,069,110403,2021,ACS 2021
2272,80543,42,069,110500,2021,ACS 2021
1259,71932,42,069,110600,2021,ACS 2021
1084,41346,42,069,110700,2021,ACS 2021
1484,43019,42,069,110800,2021,ACS 2021
1357,49209,42,069,110900,2021,ACS 2021
980,52107,42,069,111000,2021,ACS 2021
2937,63080,42,069,111100,2021,ACS 2021
3009,56544,42,069,111200,2021,ACS 2021
1889,54002,42,069,111300,2021,ACS 2021
2267,56475,42,069,111400,2021,ACS 2021
1306,66304,42,069,111500,2021,ACS 2021
1327,60809,42,069,111600,2021,ACS 2021
1818,43571,42,069,111700,2021,ACS 2021
1327,98432,42,069,111801,2021,ACS 2021
1894,84605,42,069,111802,2021,ACS 2021
1711,59842,42,069,112000,2021,ACS 2021
1867,76494,42,069,112100,2021,ACS 2021
1004,67750,42,069,112200,2021,ACS 2021
1272,46063,42,069,112300,2021,ACS 2021
1548,72727,42,069,112400,2021,ACS 2021
2610,54886,42,069,112500,2021,ACS 2021
2252,63921,42,069,112600,2021,ACS 2021
1436,56625,42,069,112700,2021,ACS 2021
2370,65882,42,069,112800,2021,ACS 2021
1533,76908,42,069,112901,2021,ACS 2021
2328,70904,42,069,112902,2021,ACS 2021
1427,35194,42,071,000100,2021,ACS 2021
1128,78269,42,071,000200,2021,ACS 2021
1803,58125,42,071,000300,2021,ACS 2021
1917,40037,42,071,000400,2021,ACS 2021
1465,68938,42,071,000500,2021,ACS 2021
1588,56136,42,071,000600,2021,ACS 2021
1069,58924,42,071,000700,2021,ACS 2021
1166,29635,42,071,000800,2021,ACS 2021
1217,38079,42,071,000900,2021,ACS 2021
1364,59828,42,071,001000,2021,ACS 2021
1098,55500,42,071,001100,2021,ACS 2021
1919,61250,42,071,001200,2021,ACS 2021
1660,57037,42,071,001400,2021,ACS 2021
1470,70000,42,071,010102,2021,ACS 2021
1276,80413,42,071,010103,2021,ACS 2021
1235,71213,42,071,010104,2021,ACS 2021
1795,88295,42,071,010201,2021,ACS 2021
2234,71964,42,071,010202,2021,ACS 2021
1855,66336,42,071,010301,2021,ACS 2021
2296,69575,42,071,010302,2021,ACS 2021
1906,66898,42,071,010400,2021,ACS 2021
1642,71705,42,071,010501,2021,ACS 2021
3329,81066,42,071,010502,2021,ACS 2021
1771,81563,42,071,010601,2021,ACS 2021
2253,91653,42,071,010602,2021,ACS 2021
2663,68723,42,071,010701,2021,ACS 2021
1952,56806,42,071,010702,2021,ACS 2021
1337,87212,42,071,010802,2021,ACS 2021
2023,71380,42,071,010803,2021,ACS 2021
1468,102717,42,071,010804,2021,ACS 2021
1870,77121,42,071,010901,2021,ACS 2021
1666,63462,42,071,010902,2021,ACS 2021
1183,53977,42,071,011000,2021,ACS 2021
1911,81596,42,071,011101,2021,ACS 2021
1296,81060,42,071,011102,2021,ACS 2021
780,42963,42,071,011200,2021,ACS 2021
1991,49152,42,071,011300,2021,ACS 2021
1786,39704,42,071,011400,2021,ACS 2021
2350,75962,42,071,011502,2021,ACS 2021
1377,95163,42,071,011503,2021,ACS 2021
2287,89020,42,071,011504,2021,ACS 2021
1557,83819,42,071,011505,2021,ACS 2021
2504,83060,42,071,011600,2021,ACS 2021
2068,85588,42,071,011701,2021,ACS 2021
2085,84160,42,071,011704,2021,ACS 2021
2809,83482,42,071,011705,2021,ACS 2021
1395,85560,42,071,011706,2021,ACS 2021
2220,92429,42,071,011707,2021,ACS 2021
1074,124167,42,071,011801,2021,ACS 2021
2704,88900,42,071,011802,2021,ACS 2021
3211,78787,42,071,011803,2021,ACS 2021
1162,74762,42,071,011805,2021,ACS 2021
1301,102776,42,071,011806,2021,ACS 2021
2233,79848,42,071,011807,2021,ACS 2021
2350,121932,42,071,011901,2021,ACS 2021
1418,91875,42,071,011903,2021,ACS 2021
2053,68623,42,071,011904,2021,ACS 2021
2022,83857,42,071,012001,2021,ACS 2021
1706,70256,42,071,012002,2021,ACS 2021
1726,73125,42,071,012103,2021,ACS 2021
1771,69233,42,071,012105,2021,ACS 2021
1408,90708,42,071,012106,2021,ACS 2021
2476,98804,42,071,012107,2021,ACS 2021
3012,52429,42,071,012200,2021,ACS 2021
1486,59494,42,071,012301,2021,ACS 2021
1366,57759,42,071,012302,2021,ACS 2021
1685,65863,42,071,012402,2021,ACS 2021
2148,63719,42,071,012403,2021,ACS 2021
1749,75438,42,071,012404,2021,ACS 2021
2376,104745,42,071,012501,2021,ACS 2021
2074,66651,42,071,012502,2021,ACS 2021
2553,86216,42,071,012601,2021,ACS 2021
1351,79647,42,071,012602,2021,ACS 2021
1137,70579,42,071,012701,2021,ACS 2021
1636,91924,42,071,012702,2021,ACS 2021
2232,62000,42,071,012800,2021,ACS 2021
2468,64811,42,071,012900,2021,ACS 2021
1623,97557,42,071,013001,2021,ACS 2021
1164,82870,42,071,013002,2021,ACS 2021
1715,75114,42,071,013101,2021,ACS 2021
1237,57292,42,071,013102,2021,ACS 2021
1919,88839,42,071,013202,2021,ACS 2021
2158,69382,42,071,013203,2021,ACS 2021
2504,66720,42,071,013204,2021,ACS 2021
