B19001_001E:Total:,B19013_001E:Median household income in the past 12 months (in 2021 inflation-adjusted dollars),state_fips,county_fips,tract_fips,year,source
2673,73549,42,011,013000,2021,ACS 2021
1987,78199,42,011,013100,2021,ACS 2021
2050,53321,42,011,013200,2021,ACS 2021
977,88802,42,011,013301,2021,ACS 2021
2692,79380,42,011,013302,2021,ACS 2021
1194,88837,42,011,013402,2021,ACS 2021
1548,109236,42,011,013403,2021,ACS 2021
1415,93389,42,011,013404,2021,ACS 2021
1464,90955,42,011,013501,2021,ACS 2021
1456,136328,42,011,013502,2021,ACS 2021
1643,84267,42,011,013503,2021,ACS 2021
1711,82675,42,011,013600,2021,ACS 2021
1436,66324,42,011,013701,2021,ACS 2021
1528,67313,42,011,013702,2021,ACS 2021
1905,56272,42,011,013800,2021,ACS 2021
1748,84773,42,011,013901,2021,ACS 2021
1441,82614,42,011,013902,2021,ACS 2021
1966,49000,42,011,014000,2021,ACS 2021
0,-666666666,42,011,014101,2021,ACS 2021
1638,67927,42,011,014102,2021,ACS 2021
1374,67927,42,011,014201,2021,ACS 2021
1712,74083,42,011,014202,2021,ACS 2021
1501,68299,42,013,010101,2021,ACS 2021
1242,44048,42,013,010102,2021,ACS 2021
1193,45195,42,013,010103,2021,ACS 2021
658,52813,42,013,010401,2021,ACS 2021
1318,71588,42,013,010403,2021,ACS 2021
1521,53681,42,013,010404,2021,ACS 2021
1789,68736,42,013,010500,2021,ACS 2021
918,59392,42,013,010600,2021,ACS 2021
892,59286,42,013,010701,2021,ACS 2021
1369,72118,42,013,010702,2021,ACS 2021
1276,56786,42,013,010800,2021,ACS 2021
2922,83911,42,013,010900,2021,ACS 2021
1625,53671,42,013,011001,2021,ACS 2021
1794,37667,42,013,011002,2021,ACS 2021
631,63160,42,013,011101,2021,ACS 2021
1903,86125,42,013,011102,2021,ACS 2021
1572,55915,42,013,011201,2021,ACS 2021
1018,50357,42,013,011202,2021,ACS 2021
2099,62438,42,013,011300,2021,ACS 2021
972,59432,42,013,011400,2021,ACS 2021
2303,57471,42,013,011500,2021,ACS 2021
1491,54814,42,013,011600,2021,ACS 2021
1024,67112,42,013,100200,2021,ACS 2021
1159,45699,42,013,100300,2021,ACS 2021
597,56979,42,013,100400,2021,ACS 2021
1231,46169,42,013,100500,2021,ACS 2021
1031,50845,42,013,100600,2021,ACS 2021
1002,22345,42,013,100700,2021,ACS 2021
563,59453,42,013,100800,2021,ACS 2021
1745,62652,42,013,100900,2021,ACS 2021
594,55893,42,013,101100,2021,ACS 2021
1714,61929,42,013,101200,2021,ACS 2021
1462,41078,42,013,101400,2021,ACS 2021
1319,53826,42,013,101500,2021,ACS 2021
1084,38762,42,013,101600,2021,ACS 2021
1457,35203,42,013,101700,2021,ACS 2021
1192,45776,42,013,101800,2021,ACS 2021
1083,15304,42,013,101900,2021,ACS 2021
1476,70287,42,015,950100,2021,ACS 2021
1943,57404,42,015,950200,2021,ACS 2021
2377,44413,42,015,950300,2021,ACS 2021
1753,44063,42,015,950400,2021,ACS 2021
1155,52548,42,015,950501,2021,ACS 2021
1137,88416,42,015,950502,2021,ACS 2021
1565,62943,42,015,950600,2021,ACS 2021
1720,53370,42,015,950700,2021,ACS 2021
1425,57388,42,015,950800,2021,ACS 2021
2304,47273,42,015,950900,2021,ACS 2021
1133,46470,42,015,951000,2021,ACS 2021
1270,56121,42,015,951100,2021,ACS 2021
2070,54603,42,015,951200,2021,ACS 2021
1433,59263,42,015,951300,2021,ACS 2021
1526,47738,42,015,951400,2021,ACS 2021
1315,68958,42,017,100102,2021,ACS 2021
988,61667,42,017,100103,2021,ACS 2021
1969,54452,42,017,100104,2021,ACS 2021
1226,82500,42,017,100105,2021,ACS 2021
1824,80708,42,017,100201,2021,ACS 2021
2107,90798,42,017,100206,2021,ACS 2021
2003,75688,42,017,100207,2021,ACS 2021
2633,52546,42,017,100208,2021,ACS 2021
2635,93564,42,017,100210,2021,ACS 2021
2886,84354,42,017,100211,2021,ACS 2021
1306,108087,42,017,100212,2021,ACS 2021
2039,69133,42,017,100213,2021,ACS 2021
1427,64641,42,017,100214,2021,ACS 2021
1768,72562,42,017,100302,2021,ACS 2021
1861,69801,42,017,100303,2021,ACS 2021
1281,56540,42,017,100304,2021,ACS 2021
1612,54303,42,017,100306,2021,ACS 2021
2017,53974,42,017,100307,2021,ACS 2021
2266,72016,42,017,100401,2021,ACS 2021
2222,101944,42,017,100402,2021,ACS 2021
920,60000,42,017,100403,2021,ACS 2021
2102,81346,42,017,100404,2021,ACS 2021
1670,88529,42,017,100406,2021,ACS 2021
489,94767,42,017,100407,2021,ACS 2021
2146,79200,42,017,100408,2021,ACS 2021
1092,68684,42,017,100500,2021,ACS 2021
1545,68750,42,017,100600,2021,ACS 2021
1374,60682,42,017,100700,2021,ACS 2021
1759,103418,42,017,100803,2021,ACS 2021
1111,108609,42,017,100804,2021,ACS 2021
2155,106352,42,017,100805,2021,ACS 2021
1644,84250,42,017,100807,2021,ACS 2021
1756,114900,42,017,100808,2021,ACS 2021
2251,123921,42,017,100809,2021,ACS 2021
2028,57125,42,017,100811,2021,ACS 2021
2563,107266,42,017,100900,2021,ACS 2021
980,65323,42,017,101100,2021,ACS 2021
1937,108133,42,017,101401,2021,ACS 2021
2320,91944,42,017,101403,2021,ACS 2021
1163,76845,42,017,101404,2021,ACS 2021
2460,73877,42,017,101405,2021,ACS 2021
1661,94964,42,017,101503,2021,ACS 2021
1232,64444,42,017,101504,2021,ACS 2021
1200,122188,42,017,101505,2021,ACS 2021
2118,77426,42,017,101506,2021,ACS 2021
1160,86731,42,017,101603,2021,ACS 2021
2021,55991,42,017,101605,2021,ACS 2021
2033,71280,42,017,101607,2021,ACS 2021
1544,91250,42,017,101609,2021,ACS 2021
1648,92794,42,017,101610,2021,ACS 2021
2632,93446,42,017,101611,2021,ACS 2021
2049,160509,42,017,101802,2021,ACS 2021
803,129830,42,017,101805,2021,ACS 2021
1461,90950,42,017,101807,2021,ACS 2021
1441,78555,42,017,101808,2021,ACS 2021
1321,111678,42,017,101809,2021,ACS 2021
2210,115156,42,017,101810,2021,ACS 2021
1748,103456,42,017,101900,2021,ACS 2021
992,135455,42,017,102002,2021,ACS 2021
1408,129423,42,017,102003,2021,ACS 2021
2056,98750,42,017,102004,2021,ACS 2021
1244,107604,42,017,102102,2021,ACS 2021
2184,100000,42,017,102104,2021,ACS 2021
2229,115125,42,017,102300,2021,ACS 2021
1592,80616,42,017,102401,2021,ACS 2021
1943,92188,42,017,102402,2021,ACS 2021
1905,74720,42,017,102500,2021,ACS 2021
1009,63393,42,017,102600,2021,ACS 2021
2104,105000,42,017,102700,2021,ACS 2021
1363,102355,42,017,102801,2021,ACS 2021
924,64048,42,017,103101,2021,ACS 2021
665,87112,42,017,103102,2021,ACS 2021
1911,66360,42,017,103103,2021,ACS 2021
893,109479,42,017,103300,2021,ACS 2021
2180,105909,42,017,103400,2021,ACS 2021
1252,111404,42,017,103700,2021,ACS 2021
582,87500,42,017,103800,2021,ACS 2021
1851,102875,42,017,103900,2021,ACS 2021
2600,124651,42,017,104000,2021,ACS 2021
949,81902,42,017,104100,2021,ACS 2021
1071,129583,42,017,104201,2021,ACS 2021
1893,136348,42,017,104203,2021,ACS 2021
2035,112691,42,017,104204,2021,ACS 2021
1125,184886,42,017,104301,2021,ACS 2021
1970,133333,42,017,104303,2021,ACS 2021
623,168573,42,017,104304,2021,ACS 2021
1277,134583,42,017,104400,2021,ACS 2021
3068,141786,42,017,104502,2021,ACS 2021
1445,195982,42,017,104503,2021,ACS 2021
1936,169515,42,017,104505,2021,ACS 2021
900,156927,42,017,104506,2021,ACS 2021
1556,176250,42,017,104601,2021,ACS 2021
2168,125833,42,017,104603,2021,ACS 2021
2479,108791,42,017,104604,2021,ACS 2021
1656,62542,42,017,104701,2021,ACS 2021
1315,109135,42,017,104702,2021,ACS 2021
881,108162,42,017,104703,2021,ACS 2021
819,105625,42,017,104800,2021,ACS 2021
2300,156319,42,017,104901,2021,ACS 2021
3108,119750,42,017,104902,2021,ACS 2021
1934,135741,42,017,105003,2021,ACS 2021
2011,165179,42,017,105004,2021,ACS 2021
1733,145994,42,017,105006,2021,ACS 2021
1481,128963,42,017,105008,2021,ACS 2021
1342,79205,42,017,105009,2021,ACS 2021
1484,110750,42,017,105010,2021,ACS 2021
1340,145395,42,017,105011,2021,ACS 2021
954,126731,42,017,105012,2021,ACS 2021
2057,159053,42,017,105013,2021,ACS 2021
1208,137330,42,017,105100,2021,ACS 2021
2039,96406,42,017,105202,2021,ACS 2021
803,150750,42,017,105203,2021,ACS 2021
2226,129982,42,017,105206,2021,ACS 2021
1950,153295,42,017,105207,2021,ACS 2021
763,214792,42,017,105208,2021,ACS 2021
936,132031,42,017,105300,2021,ACS 2021
1707,149974,42,017,105401,2021,ACS 2021
1631,225893,42,017,105402,2021,ACS 2021
1480,158710,42,017,105505,2021,ACS 2021
1320,196441,42,017,105506,2021,ACS 2021
2555,183307,42,017,105507,2021,ACS 2021
1121,250001,42,017,105508,2021,ACS 2021
1585,175613,42,017,105509,2021,ACS 2021
2830,102824,42,017,105510,2021,ACS 2021
1431,151696,42,017,105511,2021,ACS 2021
1149,104250,42,017,105600,2021,ACS 2021
1301,60582,42,017,105702,2021,ACS 2021
2950,87045,42,017,105704,2021,ACS 2021
2313,72418,42,017,105801,2021,ACS 2021
2513,93733,42,017,105805,2021,ACS 2021
1481,70148,42,017,105807,2021,ACS 2021
1316,84505,42,017,105808,2021,ACS 2021
1446,89784,42,017,105809,2021,ACS 2021
817,81596,42,017,105810,2021,ACS 2021
2081,90208,42,017,105811,2021,ACS 2021
564,107241,42,017,105812,2021,ACS 2021
897,62077,42,017,105900,2021,ACS 2021
1685,89567,42,017,106000,2021,ACS 2021
876,97727,42,017,106100,2021,ACS 2021
1389,82880,42,017,106201,2021,ACS 2021
1905,77996,42,017,106202,2021,ACS 2021
2698,130948,42,017,106300,2021,ACS 2021
2906,85433,42,017,106401,2021,ACS 2021
2849,110301,42,017,106402,2021,ACS 2021
2728,73102,42,017,106500,2021,ACS 2021
822,94167,42,017,106600,2021,ACS 2021
0,-666666666,42,017,980000,2021,ACS 2021
1140,56929,42,019,902100,2021,ACS 2021
884,49313,42,019,902200,2021,ACS 2021
1354,30804,42,019,902300,2021,ACS 2021
1123,25993,42,019,902400,2021,ACS 2021
1535,36650,42,019,902500,2021,ACS 2021
1360,78333,42,019,902600,2021,ACS 2021
849,55699,42,019,902700,2021,ACS 2021
1320,50800,42,019,902800,2021,ACS 2021
892,100972,42,019,902900,2021,ACS 2021
2099,76607,42,019,903000,2021,ACS 2021
1259,77125,42,019,903100,2021,ACS 2021
1573,65994,42,019,910100,2021,ACS 2021
1700,65104,42,019,910200,2021,ACS 2021
2071,52770,42,019,910301,2021,ACS 2021
1612,58015,42,019,910302,2021,ACS 2021
1075,50492,42,019,910400,2021,ACS 2021
1728,60365,42,019,910600,2021,ACS 2021
1098,67778,42,019,910700,2021,ACS 2021
1176,64032,42,019,910800,2021,ACS 2021
2184,95083,42,019,910900,2021,ACS 2021
2531,67083,42,019,911000,2021,ACS 2021
2171,79632,42,019,911100,2021,ACS 2021
2288,50560,42,019,911200,2021,ACS 2021
2107,74135,42,019,911300,2021,ACS 2021
1347,65865,42,019,911400,2021,ACS 2021
1777,61943,42,019,911501,2021,ACS 2021
1847,71149,42,019,911502,2021,ACS 2021
2096,80156,42,019,911600,2021,ACS 2021
2187,77801,42,019,911700,2021,ACS 2021
2917,103610,42,019,911800,2021,ACS 2021
2528,58352,42,019,911900,2021,ACS 2021
2102,130476,42,019,912001,2021,ACS 2021
2656,105889,42,019,912002,2021,ACS 2021
1932,108864,42,019,912101,2021,ACS 2021
1141,103317,42,019,912102,2021,ACS 2021
1415,98464,42,019,912200,2021,ACS 2021
2169,154226,42,019,912301,2021,ACS 2021
1196,111574,42,019,912303,2021,ACS 2021
1661,113312,42,019,912304,2021,ACS 2021
1144,152714,42,019,912403,2021,ACS 2021
2250,135000,42,019,912404,2021,ACS 2021
1916,86667,42,019,912405,2021,ACS 2021
1037,81906,42,019,912406,2021,ACS 2021
1464,75526,42,019,912701,2021,ACS 2021
1666,92500,42,019,912702,2021,ACS 2021
2788,79737,42,019,912800,2021,ACS 2021
0,-666666666,42,019,980100,2021,ACS 2021
821,11817,42,021,000100,2021,ACS 2021
276,34044,42,021,000200,2021,ACS 2021
567,36156,42,021,000300,2021,ACS 2021
864,36422,42,021,000500,2021,ACS 2021
745,30273,42,021,000600,2021,ACS 2021
1331,41524,42,021,000700,2021,ACS 2021
1255,36875,42,021,001200,2021,ACS 2021
1641,62792,42,021,010100,2021,ACS 2021
527,36016,42,021,010200,2021,ACS 2021
926,55658,42,021,010300,2021,ACS 2021
1517,56232,42,021,010500,2021,ACS 2021
1170,62500,42,021,010600,2021,ACS 2021
1229,67434,42,021,010700,2021,ACS 2021
2476,61513,42,021,010801,2021,ACS 2021
701,47177,42,021,011000,2021,ACS 2021
2051,66367,42,021,011100,2021,ACS 2021
1007,60759,42,021,011200,2021,ACS 2021
2020,84750,42,021,011300,2021,ACS 2021
1653,41098,42,021,011400,2021,ACS 2021
1613,72056,42,021,011500,2021,ACS 2021
1167,37321,42,021,011600,2021,ACS 2021
999,43958,42,021,011700,2021,ACS 2021
1429,53494,42,021,011800,2021,ACS 2021
1411,48914,42,021,011900,2021,ACS 2021
2337,60693,42,021,012000,2021,ACS 2021
950,61471,42,021,012100,2021,ACS 2021
1410,60500,42,021,012200,2021,ACS 2021
728,76591,42,021,012300,2021,ACS 2021
1396,58224,42,021,012400,2021,ACS 2021
2068,64167,42,021,012500,2021,ACS 2021
1701,51875,42,021,012600,2021,ACS 2021
1030,58013,42,021,012700,2021,ACS 2021
2116,59650,42,021,012800,2021,ACS 2021
1384,61328,42,021,012900,2021,ACS 2021
1111,45030,42,021,013000,2021,ACS 2021
909,53024,42,021,013100,2021,ACS 2021
1660,51591,42,021,013200,2021,ACS 2021
2355,69917,42,021,013300,2021,ACS 2021
1267,31592,42,021,013400,2021,ACS 2021
1099,33901,42,021,013500,2021,ACS 2021
1262,24542,42,021,013600,2021,ACS 2021
1340,54674,42,021,013700,2021,ACS 2021
948,31889,42,023,960100,2021,ACS 2021
1183,49425,42,023,960200,2021,ACS 2021
1956,54633,42,025,020102,2021,ACS 2021
1681,69961,42,025,020103,2021,ACS 2021
776,51100,42,025,020106,2021,ACS 2021
1369,65295,42,025,020107,2021,ACS 2021
946,72500,42,025,020108,2021,ACS 2021
1224,53030,42,025,020201,2021,ACS 2021
1164,52328,42,025,020202,2021,ACS 2021
1215,45450,42,025,020301,2021,ACS 2021
1258,56042,42,025,020302,2021,ACS 2021
1686,39800,42,025,020400,2021,ACS 2021
1819,63365,42,025,020501,2021,ACS 2021
968,78333,42,025,020502,2021,ACS 2021
2160,46939,42,025,020600,2021,ACS 2021
2195,68311,42,025,020700,2021,ACS 2021
1784,58750,42,025,020801,2021,ACS 2021
1803,64238,42,025,020802,2021,ACS 2021
2308,60495,42,025,020900,2021,ACS 2021
1555,57031,42,027,010100,2021,ACS 2021
1096,57917,42,027,010200,2021,ACS 2021
1618,43611,42,027,010300,2021,ACS 2021
1410,61250,42,027,010400,2021,ACS 2021
1995,66594,42,027,010500,2021,ACS 2021
1477,63934,42,027,010600,2021,ACS 2021
2538,77750,42,027,010700,2021,ACS 2021
519,58417,42,027,010801,2021,ACS 2021
1301,68179,42,027,010802,2021,ACS 2021
1734,59668,42,027,010901,2021,ACS 2021
1348,56574,42,027,010902,2021,ACS 2021
1037,84952,42,027,011001,2021,ACS 2021
2590,67587,42,027,011002,2021,ACS 2021
1249,72404,42,027,011101,2021,ACS 2021
1619,43992,42,027,011102,2021,ACS 2021
1698,79286,42,027,011201,2021,ACS 2021
0,-666666666,42,027,011202,2021,ACS 2021
887,-666666666,42,027,011301,2021,ACS 2021
899,44611,42,027,011302,2021,ACS 2021
1801,62623,42,027,011303,2021,ACS 2021
2049,69403,42,027,011401,2021,ACS 2021
1295,117656,42,027,011402,2021,ACS 2021
1515,77226,42,027,011501,2021,ACS 2021
1298,32708,42,027,011503,2021,ACS 2021
1669,72259,42,027,011504,2021,ACS 2021
1484,92500,42,027,011600,2021,ACS 2021
2480,85852,42,027,011702,2021,ACS 2021
2266,104786,42,027,011800,2021,ACS 2021
995,116750,42,027,011901,2021,ACS 2021
663,103162,42,027,011903,2021,ACS 2021
1544,112778,42,027,011904,2021,ACS 2021
853,137326,42,027,011905,2021,ACS 2021
1634,27581,42,027,012000,2021,ACS 2021
26,-666666666,42,027,012100,2021,ACS 2021
84,56017,42,027,012200,2021,ACS 2021
931,123092,42,027,012300,2021,ACS 2021
1754,34896,42,027,012400,2021,ACS 2021
1414,20767,42,027,012500,2021,ACS 2021
1150,25600,42,027,012600,2021,ACS 2021
1567,95888,42,027,012700,2021,ACS 2021
2792,52538,42,027,012800,2021,ACS 2021
1115,128233,42,029,300101,2021,ACS 2021
1191,79432,42,029,300103,2021,ACS 2021
2092,193056,42,029,300104,2021,ACS 2021
2313,126687,42,029,300106,2021,ACS 2021
1448,215417,42,029,300107,2021,ACS 2021
2615,115197,42,029,300108,2021,ACS 2021
1198,213000,42,029,300109,2021,ACS 2021
2045,145875,42,029,300201,2021,ACS 2021
1872,250001,42,029,300202,2021,ACS 2021
1663,138594,42,029,300301,2021,ACS 2021
1397,218280,42,029,300302,2021,ACS 2021
1253,99904,42,029,300303,2021,ACS 2021
1509,110179,42,029,300400,2021,ACS 2021
1708,189464,42,029,300501,2021,ACS 2021
1328,106949,42,029,300502,2021,ACS 2021
2408,127943,42,029,300600,2021,ACS 2021
2458,79219,42,029,300700,2021,ACS 2021
2057,69948,42,029,300800,2021,ACS 2021
974,86491,42,029,300900,2021,ACS 2021
2210,125149,42,029,301001,2021,ACS 2021
1224,126184,42,029,301002,2021,ACS 2021
1991,65888,42,029,301100,2021,ACS 2021
2714,106445,42,029,301300,2021,ACS 2021
1415,63457,42,029,301401,2021,ACS 2021
1971,103242,42,029,301402,2021,ACS 2021
1015,110924,42,029,301500,2021,ACS 2021
1048,90577,42,029,301600,2021,ACS 2021
604,134773,42,029,301700,2021,ACS 2021
2292,180125,42,029,301800,2021,ACS 2021
1432,244583,42,029,301900,2021,ACS 2021
2010,177627,42,029,302000,2021,ACS 2021
1447,106080,42,029,302102,2021,ACS 2021
1496,124769,42,029,302103,2021,ACS 2021
1965,135861,42,029,302104,2021,ACS 2021
1871,120134,42,029,302203,2021,ACS 2021
2322,144384,42,029,302204,2021,ACS 2021
941,150625,42,029,302205,2021,ACS 2021
2200,117462,42,029,302206,2021,ACS 2021
78,166522,42,029,302207,2021,ACS 2021
1594,63929,42,029,302300,2021,ACS 2021
1912,70000,42,029,302400,2021,ACS 2021
1493,71250,42,029,302500,2021,ACS 2021
1833,57917,42,029,302600,2021,ACS 2021
2065,79743,42,029,302702,2021,ACS 2021
1697,151172,42,029,302703,2021,ACS 2021
1794,149732,42,029,302704,2021,ACS 2021
1314,106917,42,029,302705,2021,ACS 2021
1963,92765,42,029,302706,2021,ACS 2021
1863,130938,42,029,302802,2021,ACS 2021
1423,75469,42,029,302803,2021,ACS 2021
1776,126250,42,029,302804,2021,ACS 2021
1896,60885,42,029,302806,2021,ACS 2021
1860,109107,42,029,302807,2021,ACS 2021
1874,132222,42,029,302901,2021,ACS 2021
2285,119397,42,029,302902,2021,ACS 2021
1191,170729,42,029,303000,2021,ACS 2021
1444,197308,42,029,303100,2021,ACS 2021
1252,116386,42,029,303301,2021,ACS 2021
2186,126142,42,029,303302,2021,ACS 2021
1519,66169,42,029,303401,2021,ACS 2021
812,65867,42,029,303402,2021,ACS 2021
1582,132877,42,029,303501,2021,ACS 2021
1205,155130,42,029,303502,2021,ACS 2021
1674,139583,42,029,303801,2021,ACS 2021
1488,134565,42,029,303803,2021,ACS 2021
1820,156535,42,029,303804,2021,ACS 2021
1432,144091,42,029,303901,2021,ACS 2021
2104,130956,42,029,303902,2021,ACS 2021
2512,95257,42,029,304000,2021,ACS 2021
2140,68705,42,029,304101,2021,ACS 2021
1347,79476,42,029,304102,2021,ACS 2021
2731,100036,42,029,304201,2021,ACS 2021
3334,160410,42,029,304300,2021,ACS 2021
1639,112802,42,029,304403,2021,ACS 2021
2339,95583,42,029,304404,2021,ACS 2021
2041,195417,42,029,304405,2021,ACS 2021
1467,142610,42,029,304406,2021,ACS 2021
1016,140500,42,029,304502,2021,ACS 2021
1546,208242,42,029,304503,2021,ACS 2021
1351,163363,42,029,304504,2021,ACS 2021
1166,133077,42,029,304600,2021,ACS 2021
3077,70239,42,029,304900,2021,ACS 2021
717,93491,42,029,305000,2021,ACS 2021
1836,96154,42,029,305101,2021,ACS 2021
1618,107333,42,029,305102,2021,ACS 2021
2709,76798,42,029,305300,2021,ACS 2021
1638,51769,42,029,305400,2021,ACS 2021
1296,39254,42,029,305500,2021,ACS 2021
1005,45977,42,029,305600,2021,ACS 2021
839,70375,42,029,305700,2021,ACS 2021
2795,115484,42,029,306000,2021,ACS 2021
937,77218,42,029,306300,2021,ACS 2021
1634,148125,42,029,306501,2021,ACS 2021
951,70491,42,029,306503,2021,ACS 2021
1442,156705,42,029,306504,2021,ACS 2021
999,148170,42,029,306600,2021,ACS 2021
1578,148611,42,029,306700,2021,ACS 2021
612,117841,42,029,306800,2021,ACS 2021
1968,134470,42,029,306900,2021,ACS 2021
2109,87054,42,029,307000,2021,ACS 2021
967,114485,42,029,307100,2021,ACS 2021
408,94833,42,029,307200,2021,ACS 2021
1458,99605,42,029,307300,2021,ACS 2021
1477,92560,42,029,307400,2021,ACS 2021
852,72344,42,029,307700,2021,ACS 2021
884,100299,42,029,307800,2021,ACS 2021
1036,94474,42,029,307900,2021,ACS 2021
2052,58125,42,029,308000,2021,ACS 2021
1327,122232,42,029,308101,2021,ACS 2021
1380,114318,42,029,308102,2021,ACS 2021
1026,67308,42,029,308200,2021,ACS 2021
2391,110341,42,029,311000,2021,ACS 2021
1388,132287,42,029,311100,2021,ACS 2021
867,107841,42,029,311200,2021,ACS 2021
854,147292,42,029,311300,2021,ACS 2021
2707,82614,42,029,311401,2021,ACS 2021
1509,84351,42,029,311403,2021,ACS 2021
1378,117344,42,029,311404,2021,ACS 2021
1385,90605,42,029,311500,2021,ACS 2021
839,55350,42,029,311600,2021,ACS 2021
918,74219,42,029,311701,2021,ACS 2021
2220,142857,42,029,311702,2021,ACS 2021
1206,85294,42,029,311800,2021,ACS 2021
0,-666666666,42,029,980000,2021,ACS 2021
727,69327,42,031,160101,2021,ACS 2021
1209,44369,42,031,160103,2021,ACS 2021
708,49706,42,031,160104,2021,ACS 2021
670,58095,42,031,160201,2021,ACS 2021
730,72000,42,031,160202,2021,ACS 2021
1811,54613,42,031,160300,2021,ACS 2021
1482,48281,42,031,160400,2021,ACS 2021
1416,50962,42,031,160500,2021,ACS 2021
1375,35139,42,031,160600,2021,ACS 2021
904,49333,42,031,160701,2021,ACS 2021
781,51830,42,031,160702,2021,ACS 2021
1449,57784,42,031,160800,2021,ACS 2021
1370,57652,42,031,160900,2021,ACS 2021
2121,54618,42,033,330100,2021,ACS 2021
1484,53517,42,033,330200,2021,ACS 2021
2047,44779,42,033,330300,2021,ACS 2021
2209,86910,42,033,330400,2021,ACS 2021
1694,55227,42,033,330500,2021,ACS 2021
1263,44745,42,033,330600,2021,ACS 2021
847,50074,42,033,330700,2021,ACS 2021
2676,58556,42,033,330800,2021,ACS 2021
2079,42468,42,033,330900,2021,ACS 2021
2094,54688,42,033,331000,2021,ACS 2021
1299,42801,42,033,331100,2021,ACS 2021
1220,55263,42,033,331200,2021,ACS 2021
1766,54877,42,033,331300,2021,ACS 2021
1362,58103,42,033,331401,2021,ACS 2021
1483,47625,42,033,331402,2021,ACS 2021
757,47697,42,033,331500,2021,ACS 2021
995,44531,42,033,331600,2021,ACS 2021
1793,56941,42,033,331700,2021,ACS 2021
1107,46683,42,033,331800,2021,ACS 2021
899,46838,42,033,331900,2021,ACS 2021
1392,41923,42,035,030100,2021,ACS 2021
2044,54427,42,035,030200,2021,ACS 2021
1584,75135,42,035,030300,2021,ACS 2021
1810,62564,42,035,030400,2021,ACS 2021
1698,52692,42,035,030500,2021,ACS 2021
986,29529,42,035,030600,2021,ACS 2021
2312,42698,42,035,030701,2021,ACS 2021
0,-666666666,42,035,030702,2021,ACS 2021
1490,70123,42,035,030800,2021,ACS 2021
1304,64091,42,035,030900,2021,ACS 2021
2081,61719,42,037,050100,2021,ACS 2021
2054,57800,42,037,050200,2021,ACS 2021
1883,69323,42,037,050300,2021,ACS 2021
1482,70735,42,037,050400,2021,ACS 2021
1690,65199,42,037,050500,2021,ACS 2021
2257,47196,42,037,050600,2021,ACS 2021
2218,40281,42,037,050700,2021,ACS 2021
1663,58539,42,037,050800,2021,ACS 2021
1404,73029,42,037,050900,2021,ACS 2021
1101,53906,42,037,051000,2021,ACS 2021
605,44229,42,037,051101,2021,ACS 2021
881,28295,42,037,051102,2021,ACS 2021
1800,34779,42,037,051200,2021,ACS 2021
1257,61050,42,037,051300,2021,ACS 2021
978,60238,42,037,051400,2021,ACS 2021
2363,60452,42,037,051500,2021,ACS 2021
1972,49515,42,039,110100,2021,ACS 2021
1440,65192,42,039,110201,2021,ACS 2021
1345,60996,42,039,110202,2021,ACS 2021
1684,54309,42,039,110300,2021,ACS 2021
1110,48359,42,039,110400,2021,ACS 2021
749,71467,42,039,110501,2021,ACS 2021
1389,60360,42,039,110502,2021,ACS 2021
1238,63030,42,039,110600,2021,ACS 2021
1382,57891,42,039,110700,2021,ACS 2021
1792,65484,42,039,110800,2021,ACS 2021
1167,56563,42,039,110900,2021,ACS 2021
1074,48824,42,039,111000,2021,ACS 2021
1411,25353,42,039,111100,2021,ACS 2021
903,44261,42,039,111200,2021,ACS 2021
2119,62132,42,039,111300,2021,ACS 2021
1943,75477,42,039,111400,2021,ACS 2021
2178,44451,42,039,111500,2021,ACS 2021
1662,29819,42,039,111600,2021,ACS 2021
1357,52396,42,039,111700,2021,ACS 2021
2397,68778,42,039,111800,2021,ACS 2021
1228,58670,42,039,111900,2021,ACS 2021
1063,56161,42,039,112001,2021,ACS 2021
622,49250,42,039,112002,2021,ACS 2021
2293,60197,42,041,010100,2021,ACS 2021
2162,90872,42,041,010201,2021,ACS 2021
1759,66469,42,041,010203,2021,ACS 2021
2056,97635,42,041,010204,2021,ACS 2021
2127,65260,42,041,010300,2021,ACS 2021
1482,128726,42,041,010400,2021,ACS 2021
1719,80694,42,041,010500,2021,ACS 2021
2261,66841,42,041,010600,2021,ACS 2021
1645,87112,42,041,010700,2021,ACS 2021
2019,57411,42,041,010800,2021,ACS 2021
1830,97328,42,041,010900,2021,ACS 2021
1210,42642,42,041,011002,2021,ACS 2021
1920,99063,42,041,011101,2021,ACS 2021
2099,64087,42,041,011102,2021,ACS 2021
723,64659,42,041,011200,2021,ACS 2021
2142,91000,42,041,011301,2021,ACS 2021
2282,126346,42,041,011303,2021,ACS 2021
2723,66605,42,041,011304,2021,ACS 2021
2331,86354,42,041,011305,2021,ACS 2021
1241,134154,42,041,011306,2021,ACS 2021
1595,112670,42,041,011307,2021,ACS 2021
2077,54878,42,041,011400,2021,ACS 2021
1960,79364,42,041,011500,2021,ACS 2021
1573,118542,42,041,011602,2021,ACS 2021
2448,86231,42,041,011606,2021,ACS 2021
2755,86907,42,041,011607,2021,ACS 2021
2106,56527,42,041,011608,2021,ACS 2021
2440,95156,42,041,011700,2021,ACS 2021
2369,65337,42,041,011803,2021,ACS 2021
1070,103657,42,041,011804,2021,ACS 2021
1983,95994,42,041,011805,2021,ACS 2021
2189,78750,42,041,011806,2021,ACS 2021
