PLACEKEY,HOME_CBG,VISITOR_COUNT,HOME_CBG_LAT,HOME_CBG_LON,LOCATION_NAME,BRANDS,TOP_CATEGORY,SUB_CATEGORY,POI_CBG,LATITUDE,LONGITUDE,STREET_ADDRESS,CITY,REGION
zzw-226@63p-vks-ndv,420879607001,99,40.6091310351,-77.5653607786,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420350309003,99,40.9975226359,-77.41790012,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420350302002,88,41.1519643767,-77.5675028632,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420879612002,88,40.6760897493,-77.4478447417,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420130101032,88,40.6847915609,-78.2445900127,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420131018003,88,40.5200253452,-78.3809938567,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420879606002,88,40.5694487392,-77.610884334,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420270123001,88,40.8023913965,-77.8716890764,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420619502003,79,40.5925045928,-78.1518407713,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420810113021,79,41.2542047964,-77.0856001856,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420270120004,79,40.7964359472,-77.8524892083,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420210125003,79,40.4639899903,-78.7717113613,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420333308002,79,41.031873929,-78.1198410179,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420879611001,79,40.6607752209,-77.5369811833,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420619505002,79,40.5006750774,-77.9397398428,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420619501001,79,40.6749001344,-77.8003579069,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420619503005,79,40.4780388255,-78.0230007774,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420130104023,79,40.6007761498,-78.3079270842,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420879602002,79,40.6513569573,-77.6275377715,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420350307001,79,41.141896425,-77.4665795447,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420130107005,69,40.5303375856,-78.3598566807,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420879606004,69,40.557337951,-77.5696013897,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420879611002,69,40.6367906271,-77.525894926,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420131007003,69,40.5263362218,-78.399497349,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420130104011,69,40.5982996541,-78.3316424716,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420619504001,69,40.4992680825,-78.0043603918,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420130101021,69,40.6674438372,-78.2543288668,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420279812021,69,40.8523440874,-77.7816454699,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420879611003,69,40.624221122,-77.5229720977,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420879608003,69,40.5972352124,-77.5799267666,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420879609001,69,40.5906616463,-77.5688174798,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420130101013,59,40.6963167062,-78.302873683,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420619504006,59,40.4917465326,-78.0163877791,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420879608001,59,40.6034361734,-77.5741579117,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420130104021,59,40.6038813418,-78.3467515546,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420333309004,59,40.8525174477,-78.2698121888,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420619504004,59,40.4838619306,-78.0062661656,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420270123002,59,40.7963212532,-77.8792696104,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420333310003,59,40.9540087427,-78.2865567483,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420619503003,59,40.524867353,-78.0908357012,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420333310001,59,41.0163177962,-78.3533647281,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420454065002,59,39.8225841988,-75.4016996425,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420879601002,59,40.713054126,-77.5835190932,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420879611007,59,40.6196841624,-77.5652493878,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420333313003,59,41.0075287758,-78.4688271401,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420210121002,59,40.7045587497,-78.4363250536,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420333311001,50,41.0214495157,-78.4352883264,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420130104025,50,40.639425139,-78.3736561071,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420619501002,50,40.6151132518,-77.8942036371,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420131018001,50,40.5168950152,-78.373470886,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420130101014,50,40.6208595953,-78.2329685046,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420333304003,50,41.1287293986,-78.7004837917,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420333309003,50,40.8903716254,-78.2292979779,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420879611005,50,40.6401345806,-77.581512919,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420350304003,50,41.1834279883,-77.3512439907,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420130101022,50,40.6751039596,-78.237988645,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420333317004,50,40.7633912852,-78.3997495393,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420333305003,50,41.1945840977,-78.5724951809,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420350304005,50,41.1852110568,-77.3120318394,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420130101023,50,40.672559223,-78.2349876914,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420619503001,50,40.5877622952,-78.0413806395,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420619506001,50,40.4462450237,-78.0567644493,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420619504002,50,40.5069504664,-78.0150043554,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420350304004,50,41.1862178574,-77.3212221688,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420810008001,20,41.2356134861,-77.0256688168,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420130113001,20,40.3140786052,-78.3232089868,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420171055051,20,40.2295091609,-74.8069363392,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420430248004,20,40.4219088983,-76.9601670563,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420810003007,20,41.2407286613,-77.0235280313,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,540679502001,20,38.2932437863,-80.8318825626,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420350301001,20,41.3333377285,-77.7287025774,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420879603003,20,40.5591384843,-77.7893690939,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,471550810003,20,35.8079565338,-83.5555414075,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420333303003,20,41.1165056976,-78.7637177119,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420131009003,20,40.5366013608,-78.3856088559,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,421179507003,20,41.7226987301,-77.2277524618,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420792161002,20,41.0787635601,-76.1789009699,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420619505003,20,40.5453470895,-77.9690005951,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420810104001,20,41.411685424,-77.0508531317,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420879609002,20,40.5908058746,-77.5606396462,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420130111001,10,40.4303170861,-78.4149898402,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420710111003,10,40.0740031687,-76.5418919659,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420333302001,10,41.1314873026,-78.7618511487,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420950113001,10,40.6042128707,-75.3403643853,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,421179505001,10,41.7390857296,-76.9667100557,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420333317002,10,40.8250823903,-78.3510160318,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420130104022,10,40.5758796678,-78.3650023348,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420430246001,10,40.3425961791,-76.7208970345,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,450130103004,10,32.156913733,-80.7476787287,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420035624001,10,40.4077170546,-80.0012011677,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420691005002,10,41.4086212849,-75.6398557004,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,100050513063,10,38.4686531015,-75.0745366586,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,421330212104,10,40.0029996422,-76.7504936128,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420912070041,10,40.2817572499,-75.3807256703,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420879610002,10,40.6328086829,-77.5588457065,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420670704001,10,40.6243989213,-77.0696976945,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420350309001,10,41.0466550115,-77.2512532609,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,421190905023,10,41.001807852,-76.9455401808,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420810112002,10,41.2762139718,-77.0034073487,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420730102011,10,41.0674842761,-80.3374915626,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420770096002,10,40.6096024737,-75.4354975406,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420810119004,10,41.2012399398,-77.2626936921,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,421190906002,10,40.9188257131,-76.9116402105,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,360830525013,10,42.5150167063,-73.6911515608,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420691125006,10,41.3986408074,-75.6962209319,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420619506002,10,40.3717695011,-78.1419204718,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420131006002,10,40.5275574432,-78.4094576596,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,421257610001,10,40.1529058913,-80.0384014862,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420912061021,10,40.1371495625,-75.45519486,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,391730207002,10,41.5636611379,-83.5657447019,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,421010004022,10,39.9531638912,-75.1681281253,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,421090704002,10,40.7545274316,-77.1541610599,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420110116021,10,40.3041414394,-75.9898488501,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,340190105001,10,40.606742868,-75.1451935878,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,100050509023,10,38.7798781904,-75.1170496781,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,120350602122,10,29.5443706928,-81.2227248605,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,421090703002,10,40.7744833313,-77.0813685804,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,530079608023,10,47.4508839382,-120.338473271,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,421257451001,10,40.2324666347,-80.1955224824,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420130107002,10,40.5505823946,-78.3957522097,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,390170111281,10,39.3423043724,-84.4367405854,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,120330001001,10,30.4042230101,-87.219364302,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420970802004,10,41.0874638369,-76.8685640637,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,421190903002,10,40.9227507657,-77.0499710425,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,130730303041,10,33.5529540581,-82.2201092671,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420912086043,10,40.2106070378,-75.522270214,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420691028002,10,41.3618461944,-75.6503214449,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420293021012,10,40.0561325366,-75.5541519142,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420810111005,10,41.2456934228,-76.9568578126,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,350010037233,10,35.1630503948,-106.564267918,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,401155748001,10,36.7219236555,-94.8607026213,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,370531101011,10,36.3892309318,-75.8551738319,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,421070029003,10,40.7189166422,-75.9056731455,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,180390008024,10,41.7046186698,-85.7314725459,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,320030029462,10,36.1173197677,-115.212531909,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,421179509002,10,41.6942875969,-77.5100397122,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,240358110001,10,38.9401542907,-76.2610687415,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420210129003,10,40.3553046912,-78.6536533747,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420893012041,10,40.9823102641,-75.4709022505,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420030201006,10,40.4450860047,-79.9970207258,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,120970408021,10,28.3104746443,-81.611495646,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420350309002,10,41.0358410459,-77.3297275087,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420159507004,10,41.7643909578,-76.7541828598,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420792157012,10,41.2182217966,-76.09176048,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,421298013003,10,40.6148263876,-79.6003532232,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,421059504003,10,41.6023569528,-77.9780499258,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,420479513001,10,41.4075589491,-78.5429617961,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,240253039001,10,39.534227131,-76.3341062749,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
zzw-226@63p-vks-ndv,391535203021,10,41.1376156165,-81.4937519377,Nittany Mall,,Lessors of Real Estate,Malls,420270116002,40.832309,-77.8012,2901 E College Ave,State College,PA
