,place_name,population,state_fips,county_fips,tract_fips,year,source,GEOID
1646,"Census Tract 7452, Washington County, Pennsylvania",5432,42,125,745200,2019,ACS 2019,42125745200
1647,"Census Tract 7537, Washington County, Pennsylvania",1986,42,125,753700,2019,ACS 2019,42125753700
1648,"Census Tract 7210, Washington County, Pennsylvania",4279,42,125,721000,2019,ACS 2019,42125721000
1649,"Census Tract 7227, Washington County, Pennsylvania",3503,42,125,722700,2019,ACS 2019,42125722700
1650,"Census Tract 7310, Washington County, Pennsylvania",6143,42,125,731000,2019,ACS 2019,42125731000
1651,"Census Tract 7422, Washington County, Pennsylvania",1732,42,125,742200,2019,ACS 2019,42125742200
1652,"Census Tract 7511, Washington County, Pennsylvania",4949,42,125,751100,2019,ACS 2019,42125751100
1653,"Census Tract 7753, Washington County, Pennsylvania",2451,42,125,775300,2019,ACS 2019,42125775300
1654,"Census Tract 7552, Washington County, Pennsylvania",5399,42,125,755200,2019,ACS 2019,42125755200
1655,"Census Tract 7557, Washington County, Pennsylvania",3674,42,125,755700,2019,ACS 2019,42125755700
1656,"Census Tract 7747, Washington County, Pennsylvania",5496,42,125,774700,2019,ACS 2019,42125774700
1657,"Census Tract 7110, Washington County, Pennsylvania",3784,42,125,711000,2019,ACS 2019,42125711000
1658,"Census Tract 6017, Beaver County, Pennsylvania",3273,42,7,601700,2019,ACS 2019,42007601700
1659,"Census Tract 3315, Clearfield County, Pennsylvania",1958,42,33,331500,2019,ACS 2019,42033331500
1660,"Census Tract 3316, Clearfield County, Pennsylvania",2309,42,33,331600,2019,ACS 2019,42033331600
1661,"Census Tract 3317, Clearfield County, Pennsylvania",6802,42,33,331700,2019,ACS 2019,42033331700
1662,"Census Tract 3303, Clearfield County, Pennsylvania",4155,42,33,330300,2019,ACS 2019,42033330300
1663,"Census Tract 3306, Clearfield County, Pennsylvania",3114,42,33,330600,2019,ACS 2019,42033330600
1664,"Census Tract 3308, Clearfield County, Pennsylvania",6940,42,33,330800,2019,ACS 2019,42033330800
1665,"Census Tract 3311, Clearfield County, Pennsylvania",3051,42,33,331100,2019,ACS 2019,42033331100
1666,"Census Tract 3, Cambria County, Pennsylvania",1626,42,21,300,2019,ACS 2019,42021000300
1667,"Census Tract 2107, Montgomery County, Pennsylvania",5600,42,91,210700,2019,ACS 2019,42091210700
1668,"Census Tract 501, Montour County, Pennsylvania",3838,42,93,50100,2019,ACS 2019,42093050100
1669,"Census Tract 502, Montour County, Pennsylvania",4176,42,93,50200,2019,ACS 2019,42093050200
1670,"Census Tract 503, Montour County, Pennsylvania",4627,42,93,50300,2019,ACS 2019,42093050300
1671,"Census Tract 504, Montour County, Pennsylvania",5618,42,93,50400,2019,ACS 2019,42093050400
1672,"Census Tract 158.01, Northampton County, Pennsylvania",5323,42,95,15801,2019,ACS 2019,42095015801
1673,"Census Tract 158.02, Northampton County, Pennsylvania",3143,42,95,15802,2019,ACS 2019,42095015802
1674,"Census Tract 169.01, Northampton County, Pennsylvania",3216,42,95,16901,2019,ACS 2019,42095016901
1675,"Census Tract 169.02, Northampton County, Pennsylvania",3049,42,95,16902,2019,ACS 2019,42095016902
1676,"Census Tract 3065.01, Chester County, Pennsylvania",4299,42,29,306501,2019,ACS 2019,42029306501
1677,"Census Tract 3065.03, Chester County, Pennsylvania",3075,42,29,306503,2019,ACS 2019,42029306503
1678,"Census Tract 3065.04, Chester County, Pennsylvania",4779,42,29,306504,2019,ACS 2019,42029306504
1679,"Census Tract 3081.01, Chester County, Pennsylvania",4610,42,29,308101,2019,ACS 2019,42029308101
1680,"Census Tract 3081.02, Chester County, Pennsylvania",4365,42,29,308102,2019,ACS 2019,42029308102
1681,"Census Tract 3110, Chester County, Pennsylvania",7162,42,29,311000,2019,ACS 2019,42029311000
1682,"Census Tract 3111, Chester County, Pennsylvania",3640,42,29,311100,2019,ACS 2019,42029311100
1683,"Census Tract 3112, Chester County, Pennsylvania",2089,42,29,311200,2019,ACS 2019,42029311200
1684,"Census Tract 3113, Chester County, Pennsylvania",4842,42,29,311300,2019,ACS 2019,42029311300
1685,"Census Tract 3114.01, Chester County, Pennsylvania",7176,42,29,311401,2019,ACS 2019,42029311401
1686,"Census Tract 3114.03, Chester County, Pennsylvania",3726,42,29,311403,2019,ACS 2019,42029311403
1687,"Census Tract 3114.04, Chester County, Pennsylvania",3744,42,29,311404,2019,ACS 2019,42029311404
1688,"Census Tract 3115, Chester County, Pennsylvania",3370,42,29,311500,2019,ACS 2019,42029311500
1689,"Census Tract 3116, Chester County, Pennsylvania",2272,42,29,311600,2019,ACS 2019,42029311600
1690,"Census Tract 3117, Chester County, Pennsylvania",10102,42,29,311700,2019,ACS 2019,42029311700
1691,"Census Tract 3118, Chester County, Pennsylvania",3712,42,29,311800,2019,ACS 2019,42029311800
1692,"Census Tract 1601.01, Clarion County, Pennsylvania",1790,42,31,160101,2019,ACS 2019,42031160101
1693,"Census Tract 1601.02, Clarion County, Pennsylvania",4951,42,31,160102,2019,ACS 2019,42031160102
1694,"Census Tract 1602, Clarion County, Pennsylvania",3601,42,31,160200,2019,ACS 2019,42031160200
1695,"Census Tract 1603, Clarion County, Pennsylvania",4664,42,31,160300,2019,ACS 2019,42031160300
1696,"Census Tract 1604, Clarion County, Pennsylvania",3635,42,31,160400,2019,ACS 2019,42031160400
1697,"Census Tract 1605, Clarion County, Pennsylvania",3379,42,31,160500,2019,ACS 2019,42031160500
1698,"Census Tract 1606, Clarion County, Pennsylvania",5580,42,31,160600,2019,ACS 2019,42031160600
1699,"Census Tract 1607, Clarion County, Pennsylvania",4059,42,31,160700,2019,ACS 2019,42031160700
1700,"Census Tract 1608, Clarion County, Pennsylvania",3444,42,31,160800,2019,ACS 2019,42031160800
1701,"Census Tract 1609, Clarion County, Pennsylvania",3612,42,31,160900,2019,ACS 2019,42031160900
1702,"Census Tract 301, Clinton County, Pennsylvania",3149,42,35,30100,2019,ACS 2019,42035030100
1703,"Census Tract 302, Clinton County, Pennsylvania",5454,42,35,30200,2019,ACS 2019,42035030200
1704,"Census Tract 303, Clinton County, Pennsylvania",4093,42,35,30300,2019,ACS 2019,42035030300
1705,"Census Tract 3314.01, Clearfield County, Pennsylvania",3406,42,33,331401,2019,ACS 2019,42033331401
1706,"Census Tract 3314.02, Clearfield County, Pennsylvania",3411,42,33,331402,2019,ACS 2019,42033331402
1707,"Census Tract 4511.04, Allegheny County, Pennsylvania",3858,42,3,451104,2019,ACS 2019,42003451104
1708,"Census Tract 4511.05, Allegheny County, Pennsylvania",4920,42,3,451105,2019,ACS 2019,42003451105
1709,"Census Tract 4530.03, Allegheny County, Pennsylvania",1920,42,3,453003,2019,ACS 2019,42003453003
1710,"Census Tract 4530.04, Allegheny County, Pennsylvania",6708,42,3,453004,2019,ACS 2019,42003453004
1711,"Census Tract 4705.01, Allegheny County, Pennsylvania",3858,42,3,470501,2019,ACS 2019,42003470501
1712,"Census Tract 4705.02, Allegheny County, Pennsylvania",2975,42,3,470502,2019,ACS 2019,42003470502
1713,"Census Tract 5619, Allegheny County, Pennsylvania",2467,42,3,561900,2019,ACS 2019,42003561900
1714,"Census Tract 5154.01, Allegheny County, Pennsylvania",2212,42,3,515401,2019,ACS 2019,42003515401
1715,"Census Tract 9809, Philadelphia County, Pennsylvania",0,42,101,980900,2019,ACS 2019,42101980900
1716,"Census Tract 9801, Philadelphia County, Pennsylvania",40,42,101,980100,2019,ACS 2019,42101980100
1717,"Census Tract 9891, Philadelphia County, Pennsylvania",1811,42,101,989100,2019,ACS 2019,42101989100
1718,"Census Tract 9501.02, Pike County, Pennsylvania",2133,42,103,950102,2019,ACS 2019,42103950102
1719,"Census Tract 9502.01, Pike County, Pennsylvania",3673,42,103,950201,2019,ACS 2019,42103950201
1720,"Census Tract 211, Dauphin County, Pennsylvania",2955,42,43,21100,2019,ACS 2019,42043021100
1721,"Census Tract 226.04, Dauphin County, Pennsylvania",6667,42,43,22604,2019,ACS 2019,42043022604
1722,"Census Tract 238, Dauphin County, Pennsylvania",4496,42,43,23800,2019,ACS 2019,42043023800
1723,"Census Tract 239, Dauphin County, Pennsylvania",3155,42,43,23900,2019,ACS 2019,42043023900
1724,"Census Tract 251, Dauphin County, Pennsylvania",3914,42,43,25100,2019,ACS 2019,42043025100
1725,"Census Tract 208, Dauphin County, Pennsylvania",2590,42,43,20800,2019,ACS 2019,42043020800
1726,"Census Tract 221, Dauphin County, Pennsylvania",3962,42,43,22100,2019,ACS 2019,42043022100
1727,"Census Tract 224.03, Dauphin County, Pennsylvania",6591,42,43,22403,2019,ACS 2019,42043022403
1728,"Census Tract 240.01, Dauphin County, Pennsylvania",6449,42,43,24001,2019,ACS 2019,42043024001
1729,"Census Tract 206, Dauphin County, Pennsylvania",1122,42,43,20600,2019,ACS 2019,42043020600
1730,"Census Tract 213, Dauphin County, Pennsylvania",5874,42,43,21300,2019,ACS 2019,42043021300
1731,"Census Tract 217, Dauphin County, Pennsylvania",5975,42,43,21700,2019,ACS 2019,42043021700
1732,"Census Tract 224.01, Dauphin County, Pennsylvania",4080,42,43,22401,2019,ACS 2019,42043022401
1733,"Census Tract 226.01, Dauphin County, Pennsylvania",7237,42,43,22601,2019,ACS 2019,42043022601
1734,"Census Tract 233, Dauphin County, Pennsylvania",4537,42,43,23300,2019,ACS 2019,42043023300
1735,"Census Tract 220, Dauphin County, Pennsylvania",5326,42,43,22000,2019,ACS 2019,42043022000
1736,"Census Tract 222, Dauphin County, Pennsylvania",2984,42,43,22200,2019,ACS 2019,42043022200
1737,"Census Tract 223, Dauphin County, Pennsylvania",5436,42,43,22300,2019,ACS 2019,42043022300
1738,"Census Tract 225.01, Dauphin County, Pennsylvania",5773,42,43,22501,2019,ACS 2019,42043022501
1739,"Census Tract 207, Dauphin County, Pennsylvania",2794,42,43,20700,2019,ACS 2019,42043020700
1740,"Census Tract 209, Dauphin County, Pennsylvania",3788,42,43,20900,2019,ACS 2019,42043020900
1741,"Census Tract 214, Dauphin County, Pennsylvania",4975,42,43,21400,2019,ACS 2019,42043021400
1742,"Census Tract 216, Dauphin County, Pennsylvania",3096,42,43,21600,2019,ACS 2019,42043021600
1743,"Census Tract 229, Dauphin County, Pennsylvania",8546,42,43,22900,2019,ACS 2019,42043022900
1744,"Census Tract 132.03, Lancaster County, Pennsylvania",5362,42,71,13203,2019,ACS 2019,42071013203
1745,"Census Tract 136.01, Lancaster County, Pennsylvania",2285,42,71,13601,2019,ACS 2019,42071013601
1746,"Census Tract 136.02, Lancaster County, Pennsylvania",6420,42,71,13602,2019,ACS 2019,42071013602
1747,"Census Tract 138, Lancaster County, Pennsylvania",3860,42,71,13800,2019,ACS 2019,42071013800
1748,"Census Tract 141.01, Lancaster County, Pennsylvania",5601,42,71,14101,2019,ACS 2019,42071014101
1749,"Census Tract 145.01, Lancaster County, Pennsylvania",5220,42,71,14501,2019,ACS 2019,42071014501
1750,"Census Tract 145.02, Lancaster County, Pennsylvania",5826,42,71,14502,2019,ACS 2019,42071014502
1751,"Census Tract 6, Lancaster County, Pennsylvania",3234,42,71,600,2019,ACS 2019,42071000600
1752,"Census Tract 317, Philadelphia County, Pennsylvania",5175,42,101,31700,2019,ACS 2019,42101031700
1753,"Census Tract 318, Philadelphia County, Pennsylvania",4056,42,101,31800,2019,ACS 2019,42101031800
1754,"Census Tract 323, Philadelphia County, Pennsylvania",3619,42,101,32300,2019,ACS 2019,42101032300
1755,"Census Tract 334, Philadelphia County, Pennsylvania",5619,42,101,33400,2019,ACS 2019,42101033400
1756,"Census Tract 339, Philadelphia County, Pennsylvania",3133,42,101,33900,2019,ACS 2019,42101033900
1757,"Census Tract 361, Philadelphia County, Pennsylvania",4049,42,101,36100,2019,ACS 2019,42101036100
1758,"Census Tract 335, Philadelphia County, Pennsylvania",3975,42,101,33500,2019,ACS 2019,42101033500
1759,"Census Tract 341, Philadelphia County, Pennsylvania",5729,42,101,34100,2019,ACS 2019,42101034100
1760,"Census Tract 351, Philadelphia County, Pennsylvania",4187,42,101,35100,2019,ACS 2019,42101035100
1761,"Census Tract 353.01, Philadelphia County, Pennsylvania",5550,42,101,35301,2019,ACS 2019,42101035301
1762,"Census Tract 360, Philadelphia County, Pennsylvania",3472,42,101,36000,2019,ACS 2019,42101036000
1763,"Census Tract 199, Philadelphia County, Pennsylvania",4498,42,101,19900,2019,ACS 2019,42101019900
1764,"Census Tract 215, Philadelphia County, Pennsylvania",3879,42,101,21500,2019,ACS 2019,42101021500
1765,"Census Tract 216, Philadelphia County, Pennsylvania",2372,42,101,21600,2019,ACS 2019,42101021600
1766,"Census Tract 220, Philadelphia County, Pennsylvania",1534,42,101,22000,2019,ACS 2019,42101022000
1767,"Census Tract 2, Philadelphia County, Pennsylvania",2860,42,101,200,2019,ACS 2019,42101000200
1768,"Census Tract 6, Philadelphia County, Pennsylvania",1222,42,101,600,2019,ACS 2019,42101000600
1769,"Census Tract 22, Philadelphia County, Pennsylvania",2263,42,101,2200,2019,ACS 2019,42101002200
1770,"Census Tract 23, Philadelphia County, Pennsylvania",2918,42,101,2300,2019,ACS 2019,42101002300
1771,"Census Tract 41.01, Philadelphia County, Pennsylvania",5637,42,101,4101,2019,ACS 2019,42101004101
1772,"Census Tract 42.02, Philadelphia County, Pennsylvania",5651,42,101,4202,2019,ACS 2019,42101004202
1773,"Census Tract 55, Philadelphia County, Pennsylvania",6321,42,101,5500,2019,ACS 2019,42101005500
1774,"Census Tract 69, Philadelphia County, Pennsylvania",3479,42,101,6900,2019,ACS 2019,42101006900
1775,"Census Tract 77, Philadelphia County, Pennsylvania",1872,42,101,7700,2019,ACS 2019,42101007700
1776,"Census Tract 4031.03, Delaware County, Pennsylvania",2682,42,45,403103,2019,ACS 2019,42045403103
1777,"Census Tract 4078.01, Delaware County, Pennsylvania",4608,42,45,407801,2019,ACS 2019,42045407801
1778,"Census Tract 4079.02, Delaware County, Pennsylvania",2897,42,45,407902,2019,ACS 2019,42045407902
1779,"Census Tract 4079.03, Delaware County, Pennsylvania",3667,42,45,407903,2019,ACS 2019,42045407903
1780,"Census Tract 4078.03, Delaware County, Pennsylvania",5483,42,45,407803,2019,ACS 2019,42045407803
1781,"Census Tract 2617, Fayette County, Pennsylvania",2576,42,51,261700,2019,ACS 2019,42051261700
1782,"Census Tract 2626, Fayette County, Pennsylvania",2818,42,51,262600,2019,ACS 2019,42051262600
1783,"Census Tract 2602, Fayette County, Pennsylvania",4024,42,51,260200,2019,ACS 2019,42051260200
1784,"Census Tract 2604.01, Fayette County, Pennsylvania",2237,42,51,260401,2019,ACS 2019,42051260401
1785,"Census Tract 2611, Fayette County, Pennsylvania",2492,42,51,261100,2019,ACS 2019,42051261100
1786,"Census Tract 2619, Fayette County, Pennsylvania",3362,42,51,261900,2019,ACS 2019,42051261900
1787,"Census Tract 2624, Fayette County, Pennsylvania",3253,42,51,262400,2019,ACS 2019,42051262400
1788,"Census Tract 2604.02, Fayette County, Pennsylvania",4460,42,51,260402,2019,ACS 2019,42051260402
1789,"Census Tract 2605, Fayette County, Pennsylvania",6287,42,51,260500,2019,ACS 2019,42051260500
1790,"Census Tract 2606, Fayette County, Pennsylvania",4137,42,51,260600,2019,ACS 2019,42051260600
1791,"Census Tract 2620, Fayette County, Pennsylvania",4791,42,51,262000,2019,ACS 2019,42051262000
1792,"Census Tract 2621, Fayette County, Pennsylvania",2349,42,51,262100,2019,ACS 2019,42051262100
1793,"Census Tract 2629, Fayette County, Pennsylvania",4861,42,51,262900,2019,ACS 2019,42051262900
1794,"Census Tract 2631, Fayette County, Pennsylvania",5848,42,51,263100,2019,ACS 2019,42051263100
1795,"Census Tract 2609, Fayette County, Pennsylvania",4452,42,51,260900,2019,ACS 2019,42051260900
1796,"Census Tract 2633, Fayette County, Pennsylvania",1631,42,51,263300,2019,ACS 2019,42051263300
1797,"Census Tract 206, Carbon County, Pennsylvania",5304,42,25,20600,2019,ACS 2019,42025020600
1798,"Census Tract 207, Carbon County, Pennsylvania",5119,42,25,20700,2019,ACS 2019,42025020700
1799,"Census Tract 208, Carbon County, Pennsylvania",8512,42,25,20800,2019,ACS 2019,42025020800
1800,"Census Tract 109, Centre County, Pennsylvania",7307,42,27,10900,2019,ACS 2019,42027010900
1801,"Census Tract 111, Centre County, Pennsylvania",6282,42,27,11100,2019,ACS 2019,42027011100
1802,"Census Tract 113, Centre County, Pennsylvania",8287,42,27,11300,2019,ACS 2019,42027011300
1803,"Census Tract 118, Centre County, Pennsylvania",5770,42,27,11800,2019,ACS 2019,42027011800
1804,"Census Tract 127, Centre County, Pennsylvania",3558,42,27,12700,2019,ACS 2019,42027012700
1805,"Census Tract 123, Centre County, Pennsylvania",2172,42,27,12300,2019,ACS 2019,42027012300
1806,"Census Tract 106, Centre County, Pennsylvania",3894,42,27,10600,2019,ACS 2019,42027010600
1807,"Census Tract 103, Centre County, Pennsylvania",3223,42,27,10300,2019,ACS 2019,42027010300
1808,"Census Tract 6033, Beaver County, Pennsylvania",3789,42,7,603300,2019,ACS 2019,42007603300
1809,"Census Tract 6038.02, Beaver County, Pennsylvania",3093,42,7,603802,2019,ACS 2019,42007603802
1810,"Census Tract 6047, Beaver County, Pennsylvania",1316,42,7,604700,2019,ACS 2019,42007604700
1811,"Census Tract 8007, Westmoreland County, Pennsylvania",1925,42,129,800700,2019,ACS 2019,42129800700
1812,"Census Tract 8017.01, Westmoreland County, Pennsylvania",2386,42,129,801701,2019,ACS 2019,42129801701
1813,"Census Tract 8025, Westmoreland County, Pennsylvania",2073,42,129,802500,2019,ACS 2019,42129802500
1814,"Census Tract 8028, Westmoreland County, Pennsylvania",2138,42,129,802800,2019,ACS 2019,42129802800
1815,"Census Tract 8033.01, Westmoreland County, Pennsylvania",5992,42,129,803301,2019,ACS 2019,42129803301
1816,"Census Tract 8036, Westmoreland County, Pennsylvania",1861,42,129,803600,2019,ACS 2019,42129803600
1817,"Census Tract 8046, Westmoreland County, Pennsylvania",2900,42,129,804600,2019,ACS 2019,42129804600
1818,"Census Tract 8086, Westmoreland County, Pennsylvania",4506,42,129,808600,2019,ACS 2019,42129808600
1819,"Census Tract 8021.01, Westmoreland County, Pennsylvania",4743,42,129,802101,2019,ACS 2019,42129802101
1820,"Census Tract 8021.02, Westmoreland County, Pennsylvania",5827,42,129,802102,2019,ACS 2019,42129802102
1821,"Census Tract 8022, Westmoreland County, Pennsylvania",2989,42,129,802200,2019,ACS 2019,42129802200
1822,"Census Tract 8041, Westmoreland County, Pennsylvania",2715,42,129,804100,2019,ACS 2019,42129804100
1823,"Census Tract 8042, Westmoreland County, Pennsylvania",3586,42,129,804200,2019,ACS 2019,42129804200
1824,"Census Tract 8021.03, Westmoreland County, Pennsylvania",2464,42,129,802103,2019,ACS 2019,42129802103
1825,"Census Tract 8023.01, Westmoreland County, Pennsylvania",5879,42,129,802301,2019,ACS 2019,42129802301
1826,"Census Tract 8026, Westmoreland County, Pennsylvania",3482,42,129,802600,2019,ACS 2019,42129802600
1827,"Census Tract 8040, Westmoreland County, Pennsylvania",1303,42,129,804000,2019,ACS 2019,42129804000
1828,"Census Tract 8043, Westmoreland County, Pennsylvania",2242,42,129,804300,2019,ACS 2019,42129804300
1829,"Census Tract 8044, Westmoreland County, Pennsylvania",2162,42,129,804400,2019,ACS 2019,42129804400
1830,"Census Tract 8050, Westmoreland County, Pennsylvania",3668,42,129,805000,2019,ACS 2019,42129805000
1831,"Census Tract 8054, Westmoreland County, Pennsylvania",1561,42,129,805400,2019,ACS 2019,42129805400
1832,"Census Tract 4742.01, Allegheny County, Pennsylvania",2535,42,3,474201,2019,ACS 2019,42003474201
1833,"Census Tract 4742.02, Allegheny County, Pennsylvania",4966,42,3,474202,2019,ACS 2019,42003474202
1834,"Census Tract 4803, Allegheny County, Pennsylvania",3428,42,3,480300,2019,ACS 2019,42003480300
1835,"Census Tract 4846, Allegheny County, Pennsylvania",2005,42,3,484600,2019,ACS 2019,42003484600
1836,"Census Tract 4867, Allegheny County, Pennsylvania",2362,42,3,486700,2019,ACS 2019,42003486700
1837,"Census Tract 4869, Allegheny County, Pennsylvania",1593,42,3,486900,2019,ACS 2019,42003486900
1838,"Census Tract 4884, Allegheny County, Pennsylvania",4616,42,3,488400,2019,ACS 2019,42003488400
1839,"Census Tract 4885, Allegheny County, Pennsylvania",2817,42,3,488500,2019,ACS 2019,42003488500
1840,"Census Tract 5041, Allegheny County, Pennsylvania",4758,42,3,504100,2019,ACS 2019,42003504100
1841,"Census Tract 5100, Allegheny County, Pennsylvania",1576,42,3,510000,2019,ACS 2019,42003510000
1842,"Census Tract 2703, Allegheny County, Pennsylvania",2223,42,3,270300,2019,ACS 2019,42003270300
1843,"Census Tract 3206, Allegheny County, Pennsylvania",2185,42,3,320600,2019,ACS 2019,42003320600
1844,"Census Tract 4060, Allegheny County, Pennsylvania",2329,42,3,406000,2019,ACS 2019,42003406000
1845,"Census Tract 4080.01, Allegheny County, Pennsylvania",5540,42,3,408001,2019,ACS 2019,42003408001
1846,"Census Tract 4080.02, Allegheny County, Pennsylvania",5908,42,3,408002,2019,ACS 2019,42003408002
1847,"Census Tract 1408, Allegheny County, Pennsylvania",4487,42,3,140800,2019,ACS 2019,42003140800
1848,"Census Tract 1106, Allegheny County, Pennsylvania",2390,42,3,110600,2019,ACS 2019,42003110600
1849,"Census Tract 1114, Allegheny County, Pennsylvania",1469,42,3,111400,2019,ACS 2019,42003111400
1850,"Census Tract 1301, Allegheny County, Pennsylvania",1702,42,3,130100,2019,ACS 2019,42003130100
1851,"Census Tract 1410, Allegheny County, Pennsylvania",953,42,3,141000,2019,ACS 2019,42003141000
1852,"Census Tract 1, Cambria County, Pennsylvania",1122,42,21,100,2019,ACS 2019,42021000100
1853,"Census Tract 6, Cambria County, Pennsylvania",1805,42,21,600,2019,ACS 2019,42021000600
1854,"Census Tract 111, Cambria County, Pennsylvania",5143,42,21,11100,2019,ACS 2019,42021011100
1855,"Census Tract 122, Cambria County, Pennsylvania",3530,42,21,12200,2019,ACS 2019,42021012200
1856,"Census Tract 125, Cambria County, Pennsylvania",5807,42,21,12500,2019,ACS 2019,42021012500
1857,"Census Tract 102, Cambria County, Pennsylvania",1129,42,21,10200,2019,ACS 2019,42021010200
1858,"Census Tract 105, Cambria County, Pennsylvania",3274,42,21,10500,2019,ACS 2019,42021010500
1859,"Census Tract 121, Cambria County, Pennsylvania",2271,42,21,12100,2019,ACS 2019,42021012100
1860,"Census Tract 126, Cambria County, Pennsylvania",3122,42,21,12600,2019,ACS 2019,42021012600
1861,"Census Tract 112, Cambria County, Pennsylvania",2117,42,21,11200,2019,ACS 2019,42021011200
1862,"Census Tract 12, Cambria County, Pennsylvania",3056,42,21,1200,2019,ACS 2019,42021001200
1863,"Census Tract 106, Cambria County, Pennsylvania",2390,42,21,10600,2019,ACS 2019,42021010600
1864,"Census Tract 110, Cambria County, Pennsylvania",1565,42,21,11000,2019,ACS 2019,42021011000
1865,"Census Tract 133, Cambria County, Pennsylvania",5640,42,21,13300,2019,ACS 2019,42021013300
1866,"Census Tract 129, Cambria County, Pennsylvania",3424,42,21,12900,2019,ACS 2019,42021012900
1867,"Census Tract 130, Cambria County, Pennsylvania",2439,42,21,13000,2019,ACS 2019,42021013000
1868,"Census Tract 2, Cambria County, Pennsylvania",593,42,21,200,2019,ACS 2019,42021000200
1869,"Census Tract 7, Cambria County, Pennsylvania",2803,42,21,700,2019,ACS 2019,42021000700
1870,"Census Tract 101, Cambria County, Pennsylvania",4017,42,21,10100,2019,ACS 2019,42021010100
1871,"Census Tract 108.01, Cambria County, Pennsylvania",5145,42,21,10801,2019,ACS 2019,42021010801
1872,"Census Tract 114, Cambria County, Pennsylvania",3186,42,21,11400,2019,ACS 2019,42021011400
1873,"Census Tract 123, Cambria County, Pennsylvania",4376,42,21,12300,2019,ACS 2019,42021012300
1874,"Census Tract 124, Cambria County, Pennsylvania",3485,42,21,12400,2019,ACS 2019,42021012400
1875,"Census Tract 107, Cambria County, Pennsylvania",2819,42,21,10700,2019,ACS 2019,42021010700
1876,"Census Tract 128, Cambria County, Pennsylvania",5003,42,21,12800,2019,ACS 2019,42021012800
1877,"Census Tract 5, Cambria County, Pennsylvania",1780,42,21,500,2019,ACS 2019,42021000500
1878,"Census Tract 118, Cambria County, Pennsylvania",3717,42,21,11800,2019,ACS 2019,42021011800
1879,"Census Tract 119, Cambria County, Pennsylvania",3588,42,21,11900,2019,ACS 2019,42021011900
1880,"Census Tract 1129.01, Lackawanna County, Pennsylvania",4010,42,69,112901,2019,ACS 2019,42069112901
1881,"Census Tract 1129.02, Lackawanna County, Pennsylvania",5428,42,69,112902,2019,ACS 2019,42069112902
1882,"Census Tract 117.04, Lancaster County, Pennsylvania",4474,42,71,11704,2019,ACS 2019,42071011704
1883,"Census Tract 117.05, Lancaster County, Pennsylvania",5555,42,71,11705,2019,ACS 2019,42071011705
1884,"Census Tract 119.01, Lancaster County, Pennsylvania",6053,42,71,11901,2019,ACS 2019,42071011901
1885,"Census Tract 119.02, Lancaster County, Pennsylvania",7490,42,71,11902,2019,ACS 2019,42071011902
1886,"Census Tract 121.03, Lancaster County, Pennsylvania",4457,42,71,12103,2019,ACS 2019,42071012103
1887,"Census Tract 121.04, Lancaster County, Pennsylvania",6118,42,71,12104,2019,ACS 2019,42071012104
1888,"Census Tract 4240, Allegheny County, Pennsylvania",3358,42,3,424000,2019,ACS 2019,42003424000
1889,"Census Tract 4295, Allegheny County, Pennsylvania",3823,42,3,429500,2019,ACS 2019,42003429500
1890,"Census Tract 4460, Allegheny County, Pennsylvania",1586,42,3,446000,2019,ACS 2019,42003446000
1891,"Census Tract 802, Allegheny County, Pennsylvania",1725,42,3,80200,2019,ACS 2019,42003080200
1892,"Census Tract 1917, Allegheny County, Pennsylvania",3416,42,3,191700,2019,ACS 2019,42003191700
1893,"Census Tract 1113, Allegheny County, Pennsylvania",3013,42,3,111300,2019,ACS 2019,42003111300
1894,"Census Tract 501, Allegheny County, Pennsylvania",1745,42,3,50100,2019,ACS 2019,42003050100
1895,"Census Tract 4993, Allegheny County, Pennsylvania",1746,42,3,499300,2019,ACS 2019,42003499300
1896,"Census Tract 321, Susquehanna County, Pennsylvania",3791,42,115,32100,2019,ACS 2019,42115032100
1897,"Census Tract 327, Susquehanna County, Pennsylvania",3543,42,115,32700,2019,ACS 2019,42115032700
1898,"Census Tract 329.01, Susquehanna County, Pennsylvania",4015,42,115,32901,2019,ACS 2019,42115032901
1899,"Census Tract 322, Susquehanna County, Pennsylvania",3834,42,115,32200,2019,ACS 2019,42115032200
1900,"Census Tract 323, Susquehanna County, Pennsylvania",3690,42,115,32300,2019,ACS 2019,42115032300
1901,"Census Tract 329.02, Susquehanna County, Pennsylvania",1891,42,115,32902,2019,ACS 2019,42115032902
1902,"Census Tract 328, Susquehanna County, Pennsylvania",5133,42,115,32800,2019,ACS 2019,42115032800
1903,"Census Tract 324, Susquehanna County, Pennsylvania",4092,42,115,32400,2019,ACS 2019,42115032400
1904,"Census Tract 320, Susquehanna County, Pennsylvania",2649,42,115,32000,2019,ACS 2019,42115032000
1905,"Census Tract 8035.01, Westmoreland County, Pennsylvania",4917,42,129,803501,2019,ACS 2019,42129803501
1906,"Census Tract 8035.02, Westmoreland County, Pennsylvania",3831,42,129,803502,2019,ACS 2019,42129803502
1907,"Census Tract 7, York County, Pennsylvania",3586,42,133,700,2019,ACS 2019,42133000700
1908,"Census Tract 8, York County, Pennsylvania",2114,42,133,800,2019,ACS 2019,42133000800
1909,"Census Tract 171.01, Northampton County, Pennsylvania",6387,42,95,17101,2019,ACS 2019,42095017101
1910,"Census Tract 171.02, Northampton County, Pennsylvania",9083,42,95,17102,2019,ACS 2019,42095017102
