,place_name,population,state_fips,county_fips,tract_fips,year,source,GEOID
474,"Census Tract 1, Berks County, Pennsylvania",4829,42,11,100,2019,ACS 2019,42011000100
475,"Census Tract 7, Berks County, Pennsylvania",4538,42,11,700,2019,ACS 2019,42011000700
476,"Census Tract 14, Berks County, Pennsylvania",3765,42,11,1400,2019,ACS 2019,42011001400
477,"Census Tract 20, Berks County, Pennsylvania",4285,42,11,2000,2019,ACS 2019,42011002000
478,"Census Tract 4, Berks County, Pennsylvania",3716,42,11,400,2019,ACS 2019,42011000400
479,"Census Tract 27, Berks County, Pennsylvania",2003,42,11,2700,2019,ACS 2019,42011002700
480,"Census Tract 107, Berks County, Pennsylvania",7461,42,11,10700,2019,ACS 2019,42011010700
481,"Census Tract 109.03, Berks County, Pennsylvania",6419,42,11,10903,2019,ACS 2019,42011010903
482,"Census Tract 112, Berks County, Pennsylvania",4268,42,11,11200,2019,ACS 2019,42011011200
483,"Census Tract 21, Berks County, Pennsylvania",2607,42,11,2100,2019,ACS 2019,42011002100
484,"Census Tract 25, Berks County, Pennsylvania",3132,42,11,2500,2019,ACS 2019,42011002500
485,"Census Tract 29, Berks County, Pennsylvania",3411,42,11,2900,2019,ACS 2019,42011002900
486,"Census Tract 104, Berks County, Pennsylvania",8491,42,11,10400,2019,ACS 2019,42011010400
487,"Census Tract 22, Berks County, Pennsylvania",2171,42,11,2200,2019,ACS 2019,42011002200
488,"Census Tract 116.01, Berks County, Pennsylvania",5127,42,11,11601,2019,ACS 2019,42011011601
489,"Census Tract 124, Berks County, Pennsylvania",7023,42,11,12400,2019,ACS 2019,42011012400
490,"Census Tract 125, Berks County, Pennsylvania",2117,42,11,12500,2019,ACS 2019,42011012500
491,"Census Tract 126, Berks County, Pennsylvania",2323,42,11,12600,2019,ACS 2019,42011012600
492,"Census Tract 3, Berks County, Pennsylvania",2384,42,11,300,2019,ACS 2019,42011000300
493,"Census Tract 15, Berks County, Pennsylvania",3543,42,11,1500,2019,ACS 2019,42011001500
494,"Census Tract 16, Berks County, Pennsylvania",3112,42,11,1600,2019,ACS 2019,42011001600
495,"Census Tract 103.02, Berks County, Pennsylvania",2918,42,11,10302,2019,ACS 2019,42011010302
496,"Census Tract 2016.06, Montgomery County, Pennsylvania",2414,42,91,201606,2019,ACS 2019,42091201606
497,"Census Tract 2003.06, Montgomery County, Pennsylvania",3476,42,91,200306,2019,ACS 2019,42091200306
498,"Census Tract 2006.05, Montgomery County, Pennsylvania",6787,42,91,200605,2019,ACS 2019,42091200605
499,"Census Tract 2007.04, Montgomery County, Pennsylvania",3303,42,91,200704,2019,ACS 2019,42091200704
500,"Census Tract 8047.01, Westmoreland County, Pennsylvania",3000,42,129,804701,2019,ACS 2019,42129804701
501,"Census Tract 8081, Westmoreland County, Pennsylvania",4424,42,129,808100,2019,ACS 2019,42129808100
502,"Census Tract 8083, Westmoreland County, Pennsylvania",4891,42,129,808300,2019,ACS 2019,42129808300
503,"Census Tract 8020.01, Westmoreland County, Pennsylvania",2528,42,129,802001,2019,ACS 2019,42129802001
504,"Census Tract 8058, Westmoreland County, Pennsylvania",3042,42,129,805800,2019,ACS 2019,42129805800
505,"Census Tract 8063, Westmoreland County, Pennsylvania",1881,42,129,806300,2019,ACS 2019,42129806300
506,"Census Tract 8065, Westmoreland County, Pennsylvania",4762,42,129,806500,2019,ACS 2019,42129806500
507,"Census Tract 8067, Westmoreland County, Pennsylvania",2799,42,129,806700,2019,ACS 2019,42129806700
508,"Census Tract 8068, Westmoreland County, Pennsylvania",1478,42,129,806800,2019,ACS 2019,42129806800
509,"Census Tract 1125, Lackawanna County, Pennsylvania",5965,42,69,112500,2019,ACS 2019,42069112500
510,"Census Tract 1018, Lackawanna County, Pennsylvania",4585,42,69,101800,2019,ACS 2019,42069101800
511,"Census Tract 1107, Lackawanna County, Pennsylvania",2610,42,69,110700,2019,ACS 2019,42069110700
512,"Census Tract 1011, Lackawanna County, Pennsylvania",2877,42,69,101100,2019,ACS 2019,42069101100
513,"Census Tract 1026, Lackawanna County, Pennsylvania",2786,42,69,102600,2019,ACS 2019,42069102600
514,"Census Tract 1123, Lackawanna County, Pennsylvania",2605,42,69,112300,2019,ACS 2019,42069112300
515,"Census Tract 14.01, Lehigh County, Pennsylvania",8042,42,77,1401,2019,ACS 2019,42077001401
516,"Census Tract 56.01, Lehigh County, Pennsylvania",4953,42,77,5601,2019,ACS 2019,42077005601
517,"Census Tract 56.02, Lehigh County, Pennsylvania",4747,42,77,5602,2019,ACS 2019,42077005602
518,"Census Tract 59.01, Lehigh County, Pennsylvania",6568,42,77,5901,2019,ACS 2019,42077005901
519,"Census Tract 59.02, Lehigh County, Pennsylvania",1679,42,77,5902,2019,ACS 2019,42077005902
520,"Census Tract 60.02, Lehigh County, Pennsylvania",5428,42,77,6002,2019,ACS 2019,42077006002
521,"Census Tract 63.04, Lehigh County, Pennsylvania",3901,42,77,6304,2019,ACS 2019,42077006304
522,"Census Tract 65, Lehigh County, Pennsylvania",5726,42,77,6500,2019,ACS 2019,42077006500
523,"Census Tract 69.03, Lehigh County, Pennsylvania",7052,42,77,6903,2019,ACS 2019,42077006903
524,"Census Tract 25, Philadelphia County, Pennsylvania",4243,42,101,2500,2019,ACS 2019,42101002500
525,"Census Tract 33, Philadelphia County, Pennsylvania",6203,42,101,3300,2019,ACS 2019,42101003300
526,"Census Tract 40.02, Philadelphia County, Pennsylvania",4757,42,101,4002,2019,ACS 2019,42101004002
527,"Census Tract 42.01, Philadelphia County, Pennsylvania",5326,42,101,4201,2019,ACS 2019,42101004201
528,"Census Tract 9616, Indiana County, Pennsylvania",4510,42,63,961600,2019,ACS 2019,42063961600
529,"Census Tract 9619, Indiana County, Pennsylvania",4165,42,63,961900,2019,ACS 2019,42063961900
530,"Census Tract 9615, Indiana County, Pennsylvania",3744,42,63,961500,2019,ACS 2019,42063961500
531,"Census Tract 9606, Indiana County, Pennsylvania",4926,42,63,960600,2019,ACS 2019,42063960600
532,"Census Tract 117, Lawrence County, Pennsylvania",1965,42,73,11700,2019,ACS 2019,42073011700
533,"Census Tract 108, Lawrence County, Pennsylvania",6018,42,73,10800,2019,ACS 2019,42073010800
534,"Census Tract 111, Lawrence County, Pennsylvania",3981,42,73,11100,2019,ACS 2019,42073011100
535,"Census Tract 118, Lawrence County, Pennsylvania",2451,42,73,11800,2019,ACS 2019,42073011800
536,"Census Tract 6, Lawrence County, Pennsylvania",1123,42,73,600,2019,ACS 2019,42073000600
537,"Census Tract 8, Lawrence County, Pennsylvania",3793,42,73,800,2019,ACS 2019,42073000800
538,"Census Tract 112, Lawrence County, Pennsylvania",2362,42,73,11200,2019,ACS 2019,42073011200
539,"Census Tract 115, Lawrence County, Pennsylvania",4182,42,73,11500,2019,ACS 2019,42073011500
540,"Census Tract 2, Lawrence County, Pennsylvania",2117,42,73,200,2019,ACS 2019,42073000200
541,"Census Tract 101, Lawrence County, Pennsylvania",3690,42,73,10100,2019,ACS 2019,42073010100
542,"Census Tract 3, Lawrence County, Pennsylvania",3922,42,73,300,2019,ACS 2019,42073000300
543,"Census Tract 4, Lawrence County, Pennsylvania",1734,42,73,400,2019,ACS 2019,42073000400
544,"Census Tract 10, Lawrence County, Pennsylvania",1545,42,73,1000,2019,ACS 2019,42073001000
545,"Census Tract 103, Lawrence County, Pennsylvania",2186,42,73,10300,2019,ACS 2019,42073010300
546,"Census Tract 109, Lawrence County, Pennsylvania",3125,42,73,10900,2019,ACS 2019,42073010900
547,"Census Tract 110, Lawrence County, Pennsylvania",5007,42,73,11000,2019,ACS 2019,42073011000
548,"Census Tract 104, Lawrence County, Pennsylvania",3285,42,73,10400,2019,ACS 2019,42073010400
549,"Census Tract 107, Lawrence County, Pennsylvania",2763,42,73,10700,2019,ACS 2019,42073010700
550,"Census Tract 113, Lawrence County, Pennsylvania",4474,42,73,11300,2019,ACS 2019,42073011300
551,"Census Tract 1, Lawrence County, Pennsylvania",4190,42,73,100,2019,ACS 2019,42073000100
552,"Census Tract 9, Lawrence County, Pennsylvania",1833,42,73,900,2019,ACS 2019,42073000900
553,"Census Tract 105, Lawrence County, Pennsylvania",2896,42,73,10500,2019,ACS 2019,42073010500
554,"Census Tract 2104, Luzerne County, Pennsylvania",1431,42,79,210400,2019,ACS 2019,42079210400
555,"Census Tract 107, Lycoming County, Pennsylvania",6226,42,81,10700,2019,ACS 2019,42081010700
556,"Census Tract 1, Lycoming County, Pennsylvania",3495,42,81,100,2019,ACS 2019,42081000100
557,"Census Tract 2, Lycoming County, Pennsylvania",2071,42,81,200,2019,ACS 2019,42081000200
558,"Census Tract 3, Lycoming County, Pennsylvania",5601,42,81,300,2019,ACS 2019,42081000300
559,"Census Tract 102, Lycoming County, Pennsylvania",1068,42,81,10200,2019,ACS 2019,42081010200
560,"Census Tract 5070, Allegheny County, Pennsylvania",1955,42,3,507000,2019,ACS 2019,42003507000
561,"Census Tract 5080, Allegheny County, Pennsylvania",1860,42,3,508000,2019,ACS 2019,42003508000
562,"Census Tract 5094, Allegheny County, Pennsylvania",5197,42,3,509400,2019,ACS 2019,42003509400
563,"Census Tract 5140, Allegheny County, Pennsylvania",2068,42,3,514000,2019,ACS 2019,42003514000
564,"Census Tract 5152, Allegheny County, Pennsylvania",2159,42,3,515200,2019,ACS 2019,42003515200
565,"Census Tract 5212, Allegheny County, Pennsylvania",4159,42,3,521200,2019,ACS 2019,42003521200
566,"Census Tract 5611, Allegheny County, Pennsylvania",994,42,3,561100,2019,ACS 2019,42003561100
567,"Census Tract 806, Allegheny County, Pennsylvania",2073,42,3,80600,2019,ACS 2019,42003080600
568,"Census Tract 405, Allegheny County, Pennsylvania",3255,42,3,40500,2019,ACS 2019,42003040500
569,"Census Tract 705, Allegheny County, Pennsylvania",3131,42,3,70500,2019,ACS 2019,42003070500
570,"Census Tract 1017, Allegheny County, Pennsylvania",1327,42,3,101700,2019,ACS 2019,42003101700
571,"Census Tract 1920, Allegheny County, Pennsylvania",3575,42,3,192000,2019,ACS 2019,42003192000
572,"Census Tract 2814, Allegheny County, Pennsylvania",2561,42,3,281400,2019,ACS 2019,42003281400
573,"Census Tract 3207, Allegheny County, Pennsylvania",1617,42,3,320700,2019,ACS 2019,42003320700
574,"Census Tract 4050, Allegheny County, Pennsylvania",1123,42,3,405000,2019,ACS 2019,42003405000
575,"Census Tract 4120.01, Allegheny County, Pennsylvania",9464,42,3,412001,2019,ACS 2019,42003412001
576,"Census Tract 4133, Allegheny County, Pennsylvania",4286,42,3,413300,2019,ACS 2019,42003413300
577,"Census Tract 4150.01, Allegheny County, Pennsylvania",4516,42,3,415001,2019,ACS 2019,42003415001
578,"Census Tract 4296, Allegheny County, Pennsylvania",3363,42,3,429600,2019,ACS 2019,42003429600
579,"Census Tract 708, Allegheny County, Pennsylvania",2566,42,3,70800,2019,ACS 2019,42003070800
580,"Census Tract 1018, Allegheny County, Pennsylvania",2621,42,3,101800,2019,ACS 2019,42003101800
581,"Census Tract 1102, Allegheny County, Pennsylvania",3973,42,3,110200,2019,ACS 2019,42003110200
582,"Census Tract 6048, Beaver County, Pennsylvania",4315,42,7,604800,2019,ACS 2019,42007604800
583,"Census Tract 6010, Beaver County, Pennsylvania",3414,42,7,601000,2019,ACS 2019,42007601000
584,"Census Tract 6018, Beaver County, Pennsylvania",7276,42,7,601800,2019,ACS 2019,42007601800
585,"Census Tract 6023, Beaver County, Pennsylvania",2400,42,7,602300,2019,ACS 2019,42007602300
586,"Census Tract 6028, Beaver County, Pennsylvania",2918,42,7,602800,2019,ACS 2019,42007602800
587,"Census Tract 6035, Beaver County, Pennsylvania",1532,42,7,603500,2019,ACS 2019,42007603500
588,"Census Tract 6041, Beaver County, Pennsylvania",2787,42,7,604100,2019,ACS 2019,42007604100
589,"Census Tract 6006.01, Beaver County, Pennsylvania",2133,42,7,600601,2019,ACS 2019,42007600601
590,"Census Tract 6013, Beaver County, Pennsylvania",2950,42,7,601300,2019,ACS 2019,42007601300
591,"Census Tract 6014, Beaver County, Pennsylvania",3457,42,7,601400,2019,ACS 2019,42007601400
592,"Census Tract 6050.01, Beaver County, Pennsylvania",2434,42,7,605001,2019,ACS 2019,42007605001
593,"Census Tract 6038.03, Beaver County, Pennsylvania",3145,42,7,603803,2019,ACS 2019,42007603803
594,"Census Tract 6042, Beaver County, Pennsylvania",1528,42,7,604200,2019,ACS 2019,42007604200
595,"Census Tract 6045, Beaver County, Pennsylvania",2332,42,7,604500,2019,ACS 2019,42007604500
596,"Census Tract 1015.04, Bucks County, Pennsylvania",2602,42,17,101504,2019,ACS 2019,42017101504
597,"Census Tract 1031.02, Bucks County, Pennsylvania",2065,42,17,103102,2019,ACS 2019,42017103102
598,"Census Tract 218, Somerset County, Pennsylvania",3366,42,111,21800,2019,ACS 2019,42111021800
599,"Census Tract 201.02, Somerset County, Pennsylvania",5008,42,111,20102,2019,ACS 2019,42111020102
600,"Census Tract 206, Somerset County, Pennsylvania",6006,42,111,20600,2019,ACS 2019,42111020600
601,"Census Tract 207, Somerset County, Pennsylvania",2703,42,111,20700,2019,ACS 2019,42111020700
602,"Census Tract 209, Somerset County, Pennsylvania",5847,42,111,20900,2019,ACS 2019,42111020900
603,"Census Tract 217, Somerset County, Pennsylvania",3050,42,111,21700,2019,ACS 2019,42111021700
604,"Census Tract 208, Somerset County, Pennsylvania",6381,42,111,20800,2019,ACS 2019,42111020800
605,"Census Tract 214, Somerset County, Pennsylvania",4368,42,111,21400,2019,ACS 2019,42111021400
606,"Census Tract 205, Somerset County, Pennsylvania",2827,42,111,20500,2019,ACS 2019,42111020500
607,"Census Tract 203, Somerset County, Pennsylvania",3891,42,111,20300,2019,ACS 2019,42111020300
608,"Census Tract 215, Somerset County, Pennsylvania",2640,42,111,21500,2019,ACS 2019,42111021500
609,"Census Tract 202, Somerset County, Pennsylvania",4479,42,111,20200,2019,ACS 2019,42111020200
610,"Census Tract 201.01, Somerset County, Pennsylvania",2085,42,111,20101,2019,ACS 2019,42111020101
611,"Census Tract 3003.01, Monroe County, Pennsylvania",3761,42,89,300301,2019,ACS 2019,42089300301
612,"Census Tract 3004.01, Monroe County, Pennsylvania",4903,42,89,300401,2019,ACS 2019,42089300401
613,"Census Tract 9705, Warren County, Pennsylvania",3606,42,123,970500,2019,ACS 2019,42123970500
614,"Census Tract 507, Columbia County, Pennsylvania",4681,42,37,50700,2019,ACS 2019,42037050700
615,"Census Tract 505, Columbia County, Pennsylvania",3865,42,37,50500,2019,ACS 2019,42037050500
616,"Census Tract 509, Columbia County, Pennsylvania",3240,42,37,50900,2019,ACS 2019,42037050900
617,"Census Tract 510, Columbia County, Pennsylvania",2673,42,37,51000,2019,ACS 2019,42037051000
618,"Census Tract 513, Columbia County, Pennsylvania",3119,42,37,51300,2019,ACS 2019,42037051300
619,"Census Tract 501, Columbia County, Pennsylvania",5282,42,37,50100,2019,ACS 2019,42037050100
620,"Census Tract 506, Columbia County, Pennsylvania",5392,42,37,50600,2019,ACS 2019,42037050600
621,"Census Tract 508, Columbia County, Pennsylvania",3577,42,37,50800,2019,ACS 2019,42037050800
622,"Census Tract 515, Columbia County, Pennsylvania",5706,42,37,51500,2019,ACS 2019,42037051500
623,"Census Tract 503, Columbia County, Pennsylvania",4986,42,37,50300,2019,ACS 2019,42037050300
624,"Census Tract 511, Columbia County, Pennsylvania",7208,42,37,51100,2019,ACS 2019,42037051100
625,"Census Tract 514, Columbia County, Pennsylvania",2362,42,37,51400,2019,ACS 2019,42037051400
626,"Census Tract 502, Columbia County, Pennsylvania",5523,42,37,50200,2019,ACS 2019,42037050200
627,"Census Tract 9124.02, Butler County, Pennsylvania",6981,42,19,912402,2019,ACS 2019,42019912402
628,"Census Tract 134, Cambria County, Pennsylvania",2483,42,21,13400,2019,ACS 2019,42021013400
629,"Census Tract 135, Cambria County, Pennsylvania",2216,42,21,13500,2019,ACS 2019,42021013500
630,"Census Tract 136, Cambria County, Pennsylvania",3173,42,21,13600,2019,ACS 2019,42021013600
631,"Census Tract 137, Cambria County, Pennsylvania",4689,42,21,13700,2019,ACS 2019,42021013700
632,"Census Tract 201.03, Carbon County, Pennsylvania",4175,42,25,20103,2019,ACS 2019,42025020103
633,"Census Tract 201.05, Carbon County, Pennsylvania",5451,42,25,20105,2019,ACS 2019,42025020105
634,"Census Tract 201.06, Carbon County, Pennsylvania",1595,42,25,20106,2019,ACS 2019,42025020106
635,"Census Tract 112.01, Centre County, Pennsylvania",5125,42,27,11201,2019,ACS 2019,42027011201
636,"Census Tract 115.01, Centre County, Pennsylvania",3139,42,27,11501,2019,ACS 2019,42027011501
637,"Census Tract 115.02, Centre County, Pennsylvania",8601,42,27,11502,2019,ACS 2019,42027011502
638,"Census Tract 117.02, Centre County, Pennsylvania",5341,42,27,11702,2019,ACS 2019,42027011702
639,"Census Tract 9812.02, Centre County, Pennsylvania",4148,42,27,981202,2019,ACS 2019,42027981202
640,"Census Tract 3033.01, Chester County, Pennsylvania",3389,42,29,303301,2019,ACS 2019,42029303301
641,"Census Tract 3005.01, Chester County, Pennsylvania",4852,42,29,300501,2019,ACS 2019,42029300501
642,"Census Tract 3005.02, Chester County, Pennsylvania",3571,42,29,300502,2019,ACS 2019,42029300502
643,"Census Tract 3027.05, Chester County, Pennsylvania",3903,42,29,302705,2019,ACS 2019,42029302705
644,"Census Tract 3027.06, Chester County, Pennsylvania",4802,42,29,302706,2019,ACS 2019,42029302706
645,"Census Tract 3033.02, Chester County, Pennsylvania",4837,42,29,303302,2019,ACS 2019,42029303302
646,"Census Tract 3035.01, Chester County, Pennsylvania",4428,42,29,303501,2019,ACS 2019,42029303501
647,"Census Tract 3035.02, Chester County, Pennsylvania",2960,42,29,303502,2019,ACS 2019,42029303502
648,"Census Tract 3039.02, Chester County, Pennsylvania",5283,42,29,303902,2019,ACS 2019,42029303902
649,"Census Tract 3044.05, Chester County, Pennsylvania",6394,42,29,304405,2019,ACS 2019,42029304405
650,"Census Tract 4078.06, Delaware County, Pennsylvania",1705,42,45,407806,2019,ACS 2019,42045407806
651,"Census Tract 4093, Delaware County, Pennsylvania",2447,42,45,409300,2019,ACS 2019,42045409300
652,"Census Tract 4080.01, Delaware County, Pennsylvania",5972,42,45,408001,2019,ACS 2019,42045408001
653,"Census Tract 512, Columbia County, Pennsylvania",4204,42,37,51200,2019,ACS 2019,42037051200
654,"Census Tract 504, Columbia County, Pennsylvania",3897,42,37,50400,2019,ACS 2019,42037050400
655,"Census Tract 9022, Butler County, Pennsylvania",2022,42,19,902200,2019,ACS 2019,42019902200
656,"Census Tract 9031, Butler County, Pennsylvania",2480,42,19,903100,2019,ACS 2019,42019903100
657,"Census Tract 9024, Butler County, Pennsylvania",2099,42,19,902400,2019,ACS 2019,42019902400
658,"Census Tract 9025, Butler County, Pennsylvania",3327,42,19,902500,2019,ACS 2019,42019902500
659,"Census Tract 9110, Butler County, Pennsylvania",6334,42,19,911000,2019,ACS 2019,42019911000
660,"Census Tract 9115.01, Butler County, Pennsylvania",5307,42,19,911501,2019,ACS 2019,42019911501
661,"Census Tract 9115.02, Butler County, Pennsylvania",4411,42,19,911502,2019,ACS 2019,42019911502
662,"Census Tract 9121.01, Butler County, Pennsylvania",4222,42,19,912101,2019,ACS 2019,42019912101
663,"Census Tract 9026, Butler County, Pennsylvania",3010,42,19,902600,2019,ACS 2019,42019902600
664,"Census Tract 9107, Butler County, Pennsylvania",2882,42,19,910700,2019,ACS 2019,42019910700
665,"Census Tract 9023, Butler County, Pennsylvania",3512,42,19,902300,2019,ACS 2019,42019902300
666,"Census Tract 114, Lycoming County, Pennsylvania",1587,42,81,11400,2019,ACS 2019,42081011400
667,"Census Tract 6, Lycoming County, Pennsylvania",2379,42,81,600,2019,ACS 2019,42081000600
668,"Census Tract 112, Lycoming County, Pennsylvania",5469,42,81,11200,2019,ACS 2019,42081011200
669,"Census Tract 118, Lycoming County, Pennsylvania",3158,42,81,11800,2019,ACS 2019,42081011800
670,"Census Tract 3034.01, Chester County, Pennsylvania",4063,42,29,303401,2019,ACS 2019,42029303401
671,"Census Tract 4099.02, Delaware County, Pennsylvania",5444,42,45,409902,2019,ACS 2019,42045409902
672,"Census Tract 4099.04, Delaware County, Pennsylvania",4061,42,45,409904,2019,ACS 2019,42045409904
673,"Census Tract 4071.01, Delaware County, Pennsylvania",4500,42,45,407101,2019,ACS 2019,42045407101
674,"Census Tract 4064.01, Delaware County, Pennsylvania",2823,42,45,406401,2019,ACS 2019,42045406401
675,"Census Tract 4069.03, Delaware County, Pennsylvania",4914,42,45,406903,2019,ACS 2019,42045406903
676,"Census Tract 4070, Delaware County, Pennsylvania",2661,42,45,407000,2019,ACS 2019,42045407000
677,"Census Tract 4028, Delaware County, Pennsylvania",5684,42,45,402800,2019,ACS 2019,42045402800
678,"Census Tract 4054, Delaware County, Pennsylvania",2368,42,45,405400,2019,ACS 2019,42045405400
679,"Census Tract 4087, Delaware County, Pennsylvania",4886,42,45,408700,2019,ACS 2019,42045408700
680,"Census Tract 4099.03, Delaware County, Pennsylvania",3846,42,45,409903,2019,ACS 2019,42045409903
681,"Census Tract 4103.01, Delaware County, Pennsylvania",8090,42,45,410301,2019,ACS 2019,42045410301
682,"Census Tract 2006.07, Montgomery County, Pennsylvania",4387,42,91,200607,2019,ACS 2019,42091200607
683,"Census Tract 2065.01, Montgomery County, Pennsylvania",4235,42,91,206501,2019,ACS 2019,42091206501
684,"Census Tract 2067.04, Montgomery County, Pennsylvania",7264,42,91,206704,2019,ACS 2019,42091206704
685,"Census Tract 2106, Montgomery County, Pennsylvania",4301,42,91,210600,2019,ACS 2019,42091210600
686,"Census Tract 511, Allegheny County, Pennsylvania",402,42,3,51100,2019,ACS 2019,42003051100
687,"Census Tract 1014, Allegheny County, Pennsylvania",3083,42,3,101400,2019,ACS 2019,42003101400
688,"Census Tract 1203, Allegheny County, Pennsylvania",2098,42,3,120300,2019,ACS 2019,42003120300
689,"Census Tract 1609, Allegheny County, Pennsylvania",3011,42,3,160900,2019,ACS 2019,42003160900
690,"Census Tract 1406, Allegheny County, Pennsylvania",3152,42,3,140600,2019,ACS 2019,42003140600
691,"Census Tract 1915, Allegheny County, Pennsylvania",1922,42,3,191500,2019,ACS 2019,42003191500
692,"Census Tract 2406, Allegheny County, Pennsylvania",2326,42,3,240600,2019,ACS 2019,42003240600
693,"Census Tract 2701, Allegheny County, Pennsylvania",2779,42,3,270100,2019,ACS 2019,42003270100
694,"Census Tract 2704, Allegheny County, Pennsylvania",933,42,3,270400,2019,ACS 2019,42003270400
695,"Census Tract 1003.04, Bucks County, Pennsylvania",2332,42,17,100304,2019,ACS 2019,42017100304
696,"Census Tract 1008.08, Bucks County, Pennsylvania",5005,42,17,100808,2019,ACS 2019,42017100808
697,"Census Tract 1055.07, Bucks County, Pennsylvania",6822,42,17,105507,2019,ACS 2019,42017105507
698,"Census Tract 1056, Bucks County, Pennsylvania",2480,42,17,105600,2019,ACS 2019,42017105600
699,"Census Tract 1057.02, Bucks County, Pennsylvania",3040,42,17,105702,2019,ACS 2019,42017105702
700,"Census Tract 1001.02, Bucks County, Pennsylvania",2809,42,17,100102,2019,ACS 2019,42017100102
701,"Census Tract 1001.05, Bucks County, Pennsylvania",3215,42,17,100105,2019,ACS 2019,42017100105
702,"Census Tract 1002.07, Bucks County, Pennsylvania",4209,42,17,100207,2019,ACS 2019,42017100207
703,"Census Tract 1009, Bucks County, Pennsylvania",7635,42,17,100900,2019,ACS 2019,42017100900
704,"Census Tract 1014.01, Bucks County, Pennsylvania",4874,42,17,101401,2019,ACS 2019,42017101401
705,"Census Tract 1016.05, Bucks County, Pennsylvania",4203,42,17,101605,2019,ACS 2019,42017101605
706,"Census Tract 1021.04, Bucks County, Pennsylvania",5859,42,17,102104,2019,ACS 2019,42017102104
707,"Census Tract 1031.01, Bucks County, Pennsylvania",2110,42,17,103101,2019,ACS 2019,42017103101
708,"Census Tract 1050.03, Bucks County, Pennsylvania",4857,42,17,105003,2019,ACS 2019,42017105003
709,"Census Tract 1050.08, Bucks County, Pennsylvania",3720,42,17,105008,2019,ACS 2019,42017105008
710,"Census Tract 1050.09, Bucks County, Pennsylvania",3534,42,17,105009,2019,ACS 2019,42017105009
711,"Census Tract 1003.07, Bucks County, Pennsylvania",5013,42,17,100307,2019,ACS 2019,42017100307
712,"Census Tract 1004.07, Bucks County, Pennsylvania",1111,42,17,100407,2019,ACS 2019,42017100407
713,"Census Tract 1008.04, Bucks County, Pennsylvania",3741,42,17,100804,2019,ACS 2019,42017100804
714,"Census Tract 1020.02, Bucks County, Pennsylvania",2658,42,17,102002,2019,ACS 2019,42017102002
715,"Census Tract 1020.04, Bucks County, Pennsylvania",4400,42,17,102004,2019,ACS 2019,42017102004
716,"Census Tract 1044, Bucks County, Pennsylvania",2513,42,17,104400,2019,ACS 2019,42017104400
717,"Census Tract 1038, Bucks County, Pennsylvania",1127,42,17,103800,2019,ACS 2019,42017103800
718,"Census Tract 5153, Allegheny County, Pennsylvania",1620,42,3,515300,2019,ACS 2019,42003515300
719,"Census Tract 5170, Allegheny County, Pennsylvania",1653,42,3,517000,2019,ACS 2019,42003517000
720,"Census Tract 5200.01, Allegheny County, Pennsylvania",3168,42,3,520001,2019,ACS 2019,42003520001
721,"Census Tract 5214.02, Allegheny County, Pennsylvania",3666,42,3,521402,2019,ACS 2019,42003521402
722,"Census Tract 5233, Allegheny County, Pennsylvania",3932,42,3,523300,2019,ACS 2019,42003523300
723,"Census Tract 5236, Allegheny County, Pennsylvania",4724,42,3,523600,2019,ACS 2019,42003523600
724,"Census Tract 5262.01, Allegheny County, Pennsylvania",3865,42,3,526201,2019,ACS 2019,42003526201
725,"Census Tract 5262.02, Allegheny County, Pennsylvania",4731,42,3,526202,2019,ACS 2019,42003526202
726,"Census Tract 5263.02, Allegheny County, Pennsylvania",5070,42,3,526302,2019,ACS 2019,42003526302
727,"Census Tract 4035, Allegheny County, Pennsylvania",4413,42,3,403500,2019,ACS 2019,42003403500
728,"Census Tract 4070.01, Allegheny County, Pennsylvania",5554,42,3,407001,2019,ACS 2019,42003407001
729,"Census Tract 4090, Allegheny County, Pennsylvania",13118,42,3,409000,2019,ACS 2019,42003409000
730,"Census Tract 404, Allegheny County, Pennsylvania",1871,42,3,40400,2019,ACS 2019,42003040400
731,"Census Tract 9504, Bradford County, Pennsylvania",3225,42,15,950400,2019,ACS 2019,42015950400
732,"Census Tract 2113.03, Luzerne County, Pennsylvania",2762,42,79,211303,2019,ACS 2019,42079211303
733,"Census Tract 2116, Luzerne County, Pennsylvania",3015,42,79,211600,2019,ACS 2019,42079211600
734,"Census Tract 2131, Luzerne County, Pennsylvania",1839,42,79,213100,2019,ACS 2019,42079213100
735,"Census Tract 2166, Luzerne County, Pennsylvania",9749,42,79,216600,2019,ACS 2019,42079216600
736,"Census Tract 2170.01, Luzerne County, Pennsylvania",2031,42,79,217001,2019,ACS 2019,42079217001
737,"Census Tract 2173, Luzerne County, Pennsylvania",3182,42,79,217300,2019,ACS 2019,42079217300
738,"Census Tract 2175, Luzerne County, Pennsylvania",2718,42,79,217500,2019,ACS 2019,42079217500
739,"Census Tract 2007, Luzerne County, Pennsylvania",3501,42,79,200700,2019,ACS 2019,42079200700
740,"Census Tract 2014, Luzerne County, Pennsylvania",2192,42,79,201400,2019,ACS 2019,42079201400
741,"Census Tract 2106, Luzerne County, Pennsylvania",1011,42,79,210600,2019,ACS 2019,42079210600
742,"Census Tract 2111.02, Luzerne County, Pennsylvania",2193,42,79,211102,2019,ACS 2019,42079211102
743,"Census Tract 2011, Luzerne County, Pennsylvania",1411,42,79,201100,2019,ACS 2019,42079201100
